CS01012021,T_SEC_NL,ZONENUMMER,STGB,NIS_GEM_L
62063H37-,RENORY,"3953","3",62063 LIEGE
62063H401,GARDE-DIEU,"3953","3",62063 LIEGE
62063H472,AGUESSES,"3953","3",62063 LIEGE
62063H5MA,SART-LOHE,"3953","3",62063 LIEGE
62063H5NP,ERABLES,"4068","3",62032 ESNEUX
62063H5QA,BOIS SAINT-JEAN,"3953","3",62063 LIEGE
62063H61-,GROSSES-BATTES,"3953","3",62063 LIEGE
62063J172,CAMPAGNE-DE-SCLESSIN,"3954","3",62063 LIEGE
62063J201,SCLESSIN-CENTRE,"3954","3",62063 LIEGE
62063J211,PETIT BOURGOGNE,"3954","3",62063 LIEGE
62063J22-,STANDARD,"3954","3",62063 LIEGE
62063J232,TRAZEGNIES,"3954","3",62063 LIEGE
62063J24-,SOUS-LES-VIGNES,"3954","3",62063 LIEGE
62063J270,VERTE-VOIE,"3954","3",62063 LIEGE
62063J40-,PARC DE COINTE,"3954","3",62063 LIEGE
62063J41-,PERRON,"3954","3",62063 LIEGE
62063K00-,SANATORIUM,"3955","3",62063 LIEGE
62063K01-,EUGENE HOUDRET,"3955","3",62063 LIEGE
62063K10-,VICTOIRE,"3955","3",62063 LIEGE
62063K11-,LA BRANCHE,"3955","3",62063 LIEGE
62063K1AP,EN STER,"3955","3",62063 LIEGE
62063K20-,CLINIQUE,"3955","3",62063 LIEGE
62063L001,ROCOURT-CENTRE,"3956","3",62063 LIEGE
62063L01-,SAINT-LEON,"3956","3",62063 LIEGE
62063L012,CLINIQUE SAINT-VINCENT,"3956","3",62063 LIEGE
62063L02-,DUPIREUX,"3956","3",62063 LIEGE
62063L042,PAQUERETTES,"3956","3",62063 LIEGE
62063L091,ABBESSES,"3956","3",62063 LIEGE
62063L0AP,,"3956","3",62063 LIEGE
62063L101,VICTOR CROISIER,"3956","3",62063 LIEGE
62063L1AN,CLOSERAIE,"3956","3",62063 LIEGE
62063M212,TONNE,"3956","3",62063 LIEGE
62063M2AP,FRANJAIS,"3956","3",62063 LIEGE
62063M543,RUE HAUTE,"3956","3",62063 LIEGE
62063M651,VENTILATEUR,"3956","3",62063 LIEGE
62079A001,OUPEYE-CENTRE,"3695","2",62079 OUPEYE
62079A01-,COCKROUX,"3695","2",62079 OUPEYE
62079A02-,TRIXHES,"3695","2",62079 OUPEYE
62079A032,AU CHENAI,"3695","2",62079 OUPEYE
62079A04-,HAUTE VOIE,"3695","2",62079 OUPEYE
62079A052,AU VIEUX CHENI,"3695","2",62079 OUPEYE
62079A113,PETIT AA,"3695","2",62079 OUPEYE
62079A191,PETIT AA - HABITATIONS DISP.,"3695","2",62079 OUPEYE
62079B00-,HACCOURT-CENTRE OUEST,"3696","2",62079 OUPEYE
62079B01-,HACCOURT-CENTRE NORD,"3696","2",62079 OUPEYE
62079B02-,HACCOURT-CENTRE EST,"3696","2",62079 OUPEYE
62079B03-,HACCOURT-CENTRE SUD,"3696","2",62079 OUPEYE
62079B072,ZONE INDUSTR. DU CANAL ALBERT,"3696","2",62079 OUPEYE
62079B091,HACCOURT-HABITATIONS DISP.-SUD,"3696","2",62079 OUPEYE
62079B100,HALLEMBAYE-CENTRE,"3696","2",62079 OUPEYE
62079B179,HAUT DE FROIDMONT,"3696","2",62079 OUPEYE
62079B191,HALLEMBAYE-HABITATIONS DISP.,"3696","2",62079 OUPEYE
62079B291,BASSE-HERMALLE OUEST,"3696","2",62079 OUPEYE
62079C000,HERMALLE-SOUS-ARGENTEAU-CENTRE,"3697","2",62079 OUPEYE
62079C010,CITE NEUVE WEDE,"3697","2",62079 OUPEYE
62079C020,TILLEUL HEMLOT,"3697","2",62079 OUPEYE
62079C099,DERRIERE LES CHAMPS,"3697","2",62079 OUPEYE
62079C111,CLINIQUE NOTRE-DAME,"3697","2",62079 OUPEYE
62079C212,BEAUMONT,"3697","2",62079 OUPEYE
62079C291,WERIHET,"3697","2",62079 OUPEYE
"62079D009",VIVEGNIS-CENTRE,"3698","2",62079 OUPEYE
62079D02-,BASSE-VA,"3698","2",62079 OUPEYE
62079D03-,THIER D'OUPEYE,"3698","2",62079 OUPEYE
62079D04-,FUT-VOIE,"3698","2",62079 OUPEYE
"62079D052",LES ABRINS,"3698","2",62079 OUPEYE
"62079D091",HAUTE-VA,"3698","2",62079 OUPEYE
62079D27-,CHERTAL,"3698","2",62079 OUPEYE
"62079D470",ENCLAVE DE HERSTAL SUD,"3698","2",62079 OUPEYE
"62079D870",ENCLAVE DE HERSTAL NORD,"3698","2",62079 OUPEYE
"62079E000",HERMEE-CENTRE,"3699","2",62079 OUPEYE
"62079E011",LA TROMPETTE,"3699","2",62079 OUPEYE
"62079E022",DOLHAIN CHAMPS,"3699","2",62079 OUPEYE
"62079E032",GRAND AA,"3699","2",62079 OUPEYE
"62079E091",FOND DU HORAI,"3699","2",62079 OUPEYE
62079F00-,HOUTAIN-SAINT-SIMEON-CENTRE,"3700","2",62079 OUPEYE
62079F01-,EXTENSION NORD-EST,"3700","2",62079 OUPEYE
62079F022,SARTEL,"3700","2",62079 OUPEYE
62079F091,PLATEAU,"3700","2",62079 OUPEYE
62079G001,HEURE-LE-ROMAIN-CENTRE,"3701","2",62079 OUPEYE
62079G012,TRAQUAI-QUINETTIS,"3701","2",62079 OUPEYE
62079G022,AM'RI,"3701","2",62079 OUPEYE
62079G091,HEURE-LE-ROMAIN - HAB. DISP.,"3701","2",62079 OUPEYE
62093A001,FOND DES RUES,"3957","3",62093 SAINT-NICOLAS
62093A012,BOIS MAYETTE,"3957","3",62093 SAINT-NICOLAS
62093A093,LHONEU,"3957","3",62093 SAINT-NICOLAS
62093A101,SAINT-GILLES,"3957","3",62093 SAINT-NICOLAS
62093A11-,GRANDS-CHAMP,"3957","3",62093 SAINT-NICOLAS
62093A19-,BOIS SAINT-GILLES,"3957","3",62093 SAINT-NICOLAS
62093A21-,PANSY,"3957","3",62093 SAINT-NICOLAS
62093A30-,HOMVENT,"3957","3",62093 SAINT-NICOLAS
62093B001,VINAVE,"3957","3",62093 SAINT-NICOLAS
62093B011,SOUS-LES-VIGNES,"3957","3",62093 SAINT-NICOLAS
62093B022,STADE,"3957","3",62093 SAINT-NICOLAS
62093B072,FERBLATIL,"3957","3",62093 SAINT-NICOLAS
62093B10-,HAUT-DE-TILLEUR,"3957","3",62093 SAINT-NICOLAS
62093C001,MONTEGNEE-CENTRE,"3958","3",62093 SAINT-NICOLAS
62093C011,CHANTRAINE,"3958","3",62093 SAINT-NICOLAS
62093C02-,CENTRE OUEST,"3958","3",62093 SAINT-NICOLAS
62093C032,GOSSON,"3958","3",62093 SAINT-NICOLAS
62093C042,L'ESPERANCE,"3958","3",62093 SAINT-NICOLAS
62093C10-,BONS BUVEURS,"3958","3",62093 SAINT-NICOLAS
62093C20-,LAMAY,"3958","3",62093 SAINT-NICOLAS
62093C301,CHAUSSEE,"3958","3",62093 SAINT-NICOLAS
62093C312,A LA BRANCHE,"3958","3",62093 SAINT-NICOLAS
62096A000,FOND DE SERAING,"3959","3",62096 SERAING
62096A020,LA TROQUE,"3959","3",62096 SERAING
62096A07-,COCKERILL,"3959","3",62096 SERAING
62096A100,LIZE EST,"3959","3",62096 SERAING
62096A11-,LIZE OUEST,"3959","3",62096 SERAING
62096A121,MOLINAY,"3959","3",62096 SERAING
62096A131,LES BEGUINES,"3959","3",62096 SERAING
62096A172,L'ESPERANCE,"3959","3",62096 SERAING
62096A201,VAL-SAINT-LAMBERT,"3959","3",62096 SERAING
62096A210,VAL-POTET,"3959","3",62096 SERAING
62096A221,LA BERGERIE-BAS,"3959","3",62096 SERAING
62096A232,COUR DU VAL,"3959","3",62096 SERAING
62096A242,LA BERGERIE BAS,"3959","3",62096 SERAING
62096A272,LE MANY,"3959","3",62096 SERAING
62096A281,BOIS DU VAL-SAINT-LAMBERT,"3959","3",62096 SERAING
62096A301,BASSE-CHATQUEUE,"3959","3",62096 SERAING
62096A311,HAUTE-CHATQUEUE,"3959","3",62096 SERAING
62096A372,COCKERILL EXTENSION,"3959","3",62096 SERAING
62096A392,MARCHANDISE,"3959","3",62096 SERAING
62096A410,BELLE-PIERRE,"3959","3",62096 SERAING
62096A420,LA VECQUEE,"3959","3",62096 SERAING
62096A431,LA BOVERIE,"3959","3",62096 SERAING
62096A442,PRE-SORAY,"3959","3",62096 SERAING
62096A453,LE GROUPET,"3959","3",62096 SERAING
62096A501,BIENS-COMMUNAUX-CENTRE,"3959","3",62096 SERAING
62096A511,BIENS-COMMUNAUX WAUTERS,"3959","3",62096 SERAING
62096A521,BIENS-COMMUNAUX-GENDARMERIE,"3959","3",62096 SERAING
62096A532,BEAU-SEJOUR -VERRERIE,"3959","3",62096 SERAING
62096A533,BEAU-SEJOUR-PLAINEVAUX,"3959","3",62096 SERAING
62096A542,QUARTIER DE L'EST,"3959","3",62096 SERAING
62096A552,LIBERTE-PLAINE DES SPORTS,"3959","3",62096 SERAING
62096A591,BOIS DE LA VECQUEE,"3960","3",62096 SERAING
62096A61-,RUE DE TILFF-NORD,"3959","3",62096 SERAING
62096A690,LE CORNILLON,"3959","3",62096 SERAING
62096A700,BOIS DE L'ABBAYE,"3959","3",62096 SERAING
62096A703,WAHAIN,"3959","3",62096 SERAING
62096A710,AIR PUR,"3959","3",62096 SERAING
62096A714,FORRIERE,"3959","3",62096 SERAING
62096B001,JEMEPPE-CENTRE,"3961","3",62096 SERAING
62096B011,A L'INDUSTRIE,"3961","3",62096 SERAING
62096B022,GRAND VINAVE,"3961","3",62096 SERAING
62096B033,SUALEM,"3961","3",62096 SERAING
62096B072,PAIRAI,"3961","3",62096 SERAING
62096B10-,PONT DE SERAING,"3961","3",62096 SERAING
62096B201,CHANT DES OISEAUX,"3961","3",62096 SERAING
62096B212,BOIS DE MONT,"3961","3",62096 SERAING
62096B273,KESSALES,"3961","3",62096 SERAING
62096B290,LAVEU,"3961","3",62096 SERAING
62096B31-,TOUTE VOIE,"3961","3",62096 SERAING
62096B40-,MAKETS,"3961","3",62096 SERAING
62096B51-,MABOTTE,"3961","3",62096 SERAING
62096C000,OUGREE-BAS,"3962","3",62096 SERAING
62096C020,BIEZ DU MOULIN,"3962","3",62096 SERAING
62096C031,HAUT-PRE,"3962","3",62096 SERAING
62096C042,OUGREE NICOLAY,"3962","3",62096 SERAING
62096C070,RENORY,"3962","3",62096 SERAING
62096C101,BIENS-COMMUNAUX,"3962","3",62096 SERAING
62096C110,BEAU SITE,"3962","3",62096 SERAING
62096C122,FEMMELETTE,"3962","3",62096 SERAING
62096C142,BOIS SAINT-JEAN,"3962","3",62096 SERAING
62096C373,OUGREE-BAS-INDUSTRIE,"3962","3",62096 SERAING
62096C501,CENSE ROUGE,"3962","3",62096 SERAING
62096C591,BOIS DE SCLESSIN,"3962","3",62096 SERAING
62096D00-,BONCELLES-CENTRE,"3963","3",62096 SERAING
62096D01-,CROIX POITIEZ-EGLISE,"3963","3",62096 SERAING
"62096D021",SART-HAGUET,"3963","3",62096 SERAING
62096D03-,LES GONHIS,"3963","3",62096 SERAING
"62096D032",CARREFOUR NIC JANSSENS,"3963","3",62096 SERAING
62096D04-,FREHISSES HAUT,"3963","3",62096 SERAING
"62096D042",FREHISSES BAS,"3963","3",62096 SERAING
"62096D051",TROU DU MOULIN,"3963","3",62096 SERAING
62099A009,SOUMAGNE-CENTRE,"3964","3",62099 SOUMAGNE
62099A010,BOIS L'EVEQUE,"3964","3",62099 SOUMAGNE
62099A020,CALVAIRE,"3964","3",62099 SOUMAGNE
62099A042,MAIREU,"3964","3",62099 SOUMAGNE
62099A091,SOUMAGNE-HABITATIONS DISP.,"3964","3",62099 SOUMAGNE
62099A10-,MICHEROUX - GARE,"3964","3",62099 SOUMAGNE
62099A111,MICHEROUX EST,"3964","3",62099 SOUMAGNE
62099A12-,LES TILLEULS,"3964","3",62099 SOUMAGNE
62099A132,PUITS GUILLAUME,"3964","3",62099 SOUMAGNE
62099A14-,BOIS DE MICHEROUX,"3964","3",62099 SOUMAGNE
62099A150,MICHEROUX - GARE NORD,"3964","3",62099 SOUMAGNE
62099A18-,WERGIFOSSE,"3964","3",62099 SOUMAGNE
62099A191,VIVIER,"3964","3",62099 SOUMAGNE
62099A20-,FECHER,"3964","3",62099 SOUMAGNE
62099A212,BEAU-SITE,"3964","3",62099 SOUMAGNE
62099B00-,AYENEUX-CENTRE,"3965","3",62099 SOUMAGNE
62099B010,CHAUSSEE DE LIEGE,"3965","3",62099 SOUMAGNE
62099B08-,AYENEUX,"3965","3",62099 SOUMAGNE
62099B090,AYENEUX-HABITATIONS DISPERSEES,"3965","3",62099 SOUMAGNE
62099B162,WEGIMONT - DOMAINE PROVINCIAL,"3965","3",62099 SOUMAGNE
62099B191,WEGIMONT - HABITATIONS DISP.,"3965","3",62099 SOUMAGNE
62099C00-,VILLAGE,"3966","3",62099 SOUMAGNE
62099C012,MICHEROUX SUD,"3966","3",62099 SOUMAGNE
62099C021,CAMPAGNE,"3966","3",62099 SOUMAGNE
62099C091,PANSERY,"3966","3",62099 SOUMAGNE
62099C212,CITE GRAILET,"3966","3",62099 SOUMAGNE
62099D00-,MELEN-CENTRE,"3966","3",62099 SOUMAGNE
62099D09-,MELEN-HABITATIONS DISPERSEES,"3966","3",62099 SOUMAGNE
"62099D201",MICHEROUX NORD-CENTRE,"3966","3",62099 SOUMAGNE
"62099D212",CITE GRAILET,"3966","3",62099 SOUMAGNE
62099D29-,MICHEROUX NORD - HAB. DISP.,"3966","3",62099 SOUMAGNE
"62099D319",LABOUXHE,"3966","3",62099 SOUMAGNE
62099E00-,CEREXHE-CENTRE,"3966","3",62099 SOUMAGNE
62099E09-,CEREXHE-HABITATIONS DISPERSEES,"3966","3",62099 SOUMAGNE
"62099E100",HEUSEUX-CENTRE,"3966","3",62099 SOUMAGNE
"62099E191",HEUSEUX-HABITATIONS DISPERSEES,"3966","3",62099 SOUMAGNE
62099E29-,FORT D'EVEGNEE,"3966","3",62099 SOUMAGNE
62099F099,EVEGNEE-HABITATIONS DISPERSEES,"3966","3",62099 SOUMAGNE
62099F199,TIGNEE,"3966","3",62099 SOUMAGNE
62100A000,SPRIMONT-CENTRE,"4069","3",62100 SPRIMONT
62100A010,CORREUX-DAMRE,"4069","3",62100 SPRIMONT
62100A02-,HOMBY,"4069","3",62100 SPRIMONT
62100A082,FOND DE LEVAL,"4069","3",62100 SPRIMONT
62100A091,LILLE,"4069","3",62100 SPRIMONT
62100A10-,PRESSEUX,"4069","3",62100 SPRIMONT
62100A19-,HAGOHEID,"4069","3",62100 SPRIMONT
62100A20-,LINCE - HIGNE-CENTRE,"4069","3",62100 SPRIMONT
62100A212,CHAMPAY - BEAUVAL,"4069","3",62100 SPRIMONT
62100A291,LINCE-HIGNE-HAB. DISP.-CHAMPAY,"4069","3",62100 SPRIMONT
62100A300,OGNE,"4069","3",62100 SPRIMONT
62100A391,GRAND BRU,"4069","3",62100 SPRIMONT
62100A3AA,CLECHENE,"4069","3",62100 SPRIMONT
62100A3PA,NOIDRE,"4069","3",62100 SPRIMONT
62100A40-,CHANXHE-CENTRE,"4069","3",62100 SPRIMONT
62100A49-,DE PREALLE,"4069","3",62100 SPRIMONT
62100A59-,FAYS - CHAPLY - MENAGE,"4069","3",62100 SPRIMONT
62100A60-,FRAITURE - CENTRE,"4069","3",62100 SPRIMONT
62100A690,FRAITURE - CAMPAGNE,"4069","3",62100 SPRIMONT
62100A700,LIOTTE - RIVAGE,"4069","3",62100 SPRIMONT
62100A790,RIVAGE - DOUX - FLAMME,"4069","3",62100 SPRIMONT
62100A893,FERREUSE,"4069","3",62100 SPRIMONT
62100B00-,LOUVEIGNE-CENTRE,"4069","3",62100 SPRIMONT
62100B090,LOUVEIGNE - HABITATIONS DISP.,"4069","3",62100 SPRIMONT
62100B100,BANNEUX-CENTRE,"4069","3",62100 SPRIMONT
62100B110,CAMPAGNE DES FAWES,"4069","3",62100 SPRIMONT
62100B122,SAPINIERE -FORESTIER,"4069","3",62100 SPRIMONT
62100B191,BANNEUX-HABITATIONS DISPERSEES,"4069","3",62100 SPRIMONT
62100B291,ADZEUX,"4069","3",62100 SPRIMONT
62100B3MB,CORNEMONT,"4069","3",62100 SPRIMONT
62100B3PB,CORNEMONT-HOTCHAMP,"4069","3",62100 SPRIMONT
62100B40-,SENDROGNE - BLINDEF-CENTRE,"4069","3",62100 SPRIMONT
62100B49-,SENGROGNE - BLINDEF-HAB.DISP.,"4069","3",62100 SPRIMONT
62100B59-,COUNACHAMPS-ROLEMONT-STINVAL,"4069","3",62100 SPRIMONT
62100C00-,ROUVREUX-CENTRE,"4069","3",62100 SPRIMONT
62100C012,FOCCROULLE,"4069","3",62100 SPRIMONT
62100C091,ROUVREUX - HABITATIONS DISP.,"4069","3",62100 SPRIMONT
62100C10-,FLORZE-CENTRE,"4069","3",62100 SPRIMONT
62100C190,FLORZE - HAB.DISP.- WARNOUMONT,"4069","3",62100 SPRIMONT
62100D00-,DOLEMBREUX-CENTRE,"4069","3",62100 SPRIMONT
62100D09-,DOLEMBREUX - HABITATIONS DISP.,"4069","3",62100 SPRIMONT
"62100D100",HAIE DES CHENES-CENTRE,"4069","3",62100 SPRIMONT
"62100D190",HAIE DES CHENES - HAB. DISP.,"4069","3",62100 SPRIMONT
62100D20-,HAUTGNE-CENTRE,"4069","3",62100 SPRIMONT
"62100D290",BETGNE - HAUTGNE - HAB.DISP.,"4069","3",62100 SPRIMONT
62100D30-,HAYEN-CENTRE,"4069","3",62100 SPRIMONT
62100D39-,HAYEN - HABITATIONS DISPERSEES,"4069","3",62100 SPRIMONT
62100E00-,LES FORGES-CENTRE,"4069","3",62100 SPRIMONT
62100E09-,LES FORGES - HABITATIONS DISP.,"4069","3",62100 SPRIMONT
62100E10-,ANDOUMONT-CENTRE,"4069","3",62100 SPRIMONT
62100E19-,ANDOUMONT - HABITATIONS DISP.,"4069","3",62100 SPRIMONT
"62100E212",BOIS-LE-COMPTE,"4069","3",62100 SPRIMONT
"62100E223",MEMORIAL STAN OCKERS,"4069","3",62100 SPRIMONT
"62100E291",GOMZE,"4069","3",62100 SPRIMONT
62108A001,VISE-CENTRE,"3702","2",62108 VISE
62108A01-,VISE-CENTRE EST,"3702","2",62108 VISE
62108A020,SOUVRE,"3702","2",62108 VISE
62108A031,VISE NORD,"3702","2",62108 VISE
62108A07-,PARC INDUSTRIEL,"3703","2",62108 VISE
62108A082,ROBINSON,"3702","2",62108 VISE
62108A100,VISE - HAUTEURS-CENTRE,"3704","2",62108 VISE
62108A112,LONGUE VUE,"3704","2",62108 VISE
62108A180,LORETTE,"3705","2",62108 VISE
62108A191,VISE - HAUTEURS - HAB. DISP.,"3704","2",62108 VISE
62108A200,DEVANT-LE-PONT,"3706","2",62108 VISE
62108A212,PONT-DE-HACCOURT,"3702","2",62108 VISE
62108A222,BASSE HERMALLE,"3702","2",62108 VISE
62108A30-,MONS (BOMBAYE),"3707","2",62108 VISE
62108A312,TROIS ROIS,"3707","2",62108 VISE
62108A391,MONS CARRIERES,"3707","2",62108 VISE
62108B00-,RICHELLE-CENTRE,"3708","2",62108 VISE
62108B012,RICHELLE HAUTEURS,"3708","2",62108 VISE
62108B091,RICHELLE - HABITATIONS DISP.,"3708","2",62108 VISE
62108B101,BASSE-RICHELLE,"3708","2",62108 VISE
62108B192,RICHELLE MEUSE,"3708","2",62108 VISE
62108C000,ARGENTEAU-CENTRE,"3709","2",62108 VISE
62108C080,ARGENTEAU MEUSE,"3709","2",62108 VISE
62108C09-,WIXHOU,"3709","2",62108 VISE
62108C10-,SAROLAY-CENTRE,"3709","2",62108 VISE
62108C112,SAROLAY,"3709","2",62108 VISE
62108C191,SAROLAY - PRE D'AWANS-JULIENNE,"3709","2",62108 VISE
62108C29-,CAMPAGNE DE SAINT-REMY,"3709","2",62108 VISE
62108D00-,CHERATTE-CENTRE,"3710","2",62108 VISE
"62108D020",CHERATTE-CENTRE OUEST - CITE CHARBONNAGE,"3710","2",62108 VISE
"62108D080",MERCURY,"3710","2",62108 VISE
"62108D090",SARTAY,"3710","2",62108 VISE
"62108D101",HOIGNEE,"3710","2",62108 VISE
"62108D112",SABARE - COMMUNES,"3710","2",62108 VISE
"62108D180",LES SARTS,"3710","2",62108 VISE
"62108D190",JULIENNE,"3710","2",62108 VISE
62108E00-,LIXHE-CENTRE,"3711","2",62108 VISE
"62108E010",NIVELLE,"3711","2",62108 VISE
62108E09-,BASSE MEUSE-GRANDAY-HAB.DISP.,"3711","2",62108 VISE
"62108E100",LOEN-CENTRE,"3711","2",62108 VISE
62108E1MN,USINES C.B.R.,"3711","2",62108 VISE
62108F00-,LANAYE-CENTRE,"3712","2",62108 VISE
62108F0PN,LANAYE-HABITATIONS DISPERSEES,"3712","2",62108 VISE
62108F1PN,PETIT-LANAYE,"3712","2",62108 VISE
62118A001,GRACE-BERLEUR-CENTRE,"3967","3",62118 GRACE-HOLLOGNE
62118A011,FONDS DE GRACE,"3967","3",62118 GRACE-HOLLOGNE
62118A022,CITE DU FLOT,"3967","3",62118 GRACE-HOLLOGNE
62118A032,PEROU-CITE SIMON PAQUE,"3967","3",62118 GRACE-HOLLOGNE
62118A079,L'AGNESSE,"3967","3",62118 GRACE-HOLLOGNE
62118A10-,BERLEUR,"3967","3",62118 GRACE-HOLLOGNE
62118A110,LAIRISSE,"3967","3",62118 GRACE-HOLLOGNE
62118A189,BERLEUR AULICHAMPS,"3967","3",62118 GRACE-HOLLOGNE
62118A201,BOUTTE,"3967","3",62118 GRACE-HOLLOGNE
62118A21-,PETIT BERLEUR,"3967","3",62118 GRACE-HOLLOGNE
62118A222,TOUTES VOIES - MEUNIERS,"3967","3",62118 GRACE-HOLLOGNE
62118B001,HOLLOGNE-CENTRE,"3968","3",62118 GRACE-HOLLOGNE
62118B01-,MAHAY,"3968","3",62118 GRACE-HOLLOGNE
62118B02-,HOLLOGNE AULICHAMPS,"3968","3",62118 GRACE-HOLLOGNE
62118B032,BODY,"3968","3",62118 GRACE-HOLLOGNE
62118B083,VIEILLE-MONTAGNE,"3968","3",62118 GRACE-HOLLOGNE
62118B09-,CHAMP PILLE,"3968","3",62118 GRACE-HOLLOGNE
62118B101,WASSEIGE,"3968","3",62118 GRACE-HOLLOGNE
62118B112,,"3968","3",62118 GRACE-HOLLOGNE
62118B123,XVIII-BONNIERS,"3968","3",62118 GRACE-HOLLOGNE
62118B21-,RUY,"3968","3",62118 GRACE-HOLLOGNE
62118B3MJ,AERODROME,"3968","3",62118 GRACE-HOLLOGNE
62118C012,BARON,"3968","3",62118 GRACE-HOLLOGNE
62118C20-,CROTTEUX-CENTRE,"3968","3",62118 GRACE-HOLLOGNE
62118C210,HOLLOGNE-OUEST,"3968","3",62118 GRACE-HOLLOGNE
62118C282,DIERAIN-PATAR,"3968","3",62118 GRACE-HOLLOGNE
62118C2PP,CROTTEUX,"3968","3",62118 GRACE-HOLLOGNE
62118D00-,HOZEMONT-CENTRE,"3969","3",62118 GRACE-HOLLOGNE
62118D01-,HOZEMONT-CENTRE OUEST,"3969","3",62118 GRACE-HOLLOGNE
"62118D081",L'ONEUX,"3969","3",62118 GRACE-HOLLOGNE
"62118D091",HOZEMONT-ROUVROI,"3969","3",62118 GRACE-HOLLOGNE
62118D10-,FONTAINE-CENTRE,"3969","3",62118 GRACE-HOLLOGNE
62118D11-,FONTAINE-CITE,"3969","3",62118 GRACE-HOLLOGNE
62118D19-,FONTAINE - HABITATIONS DISP.,"3969","3",62118 GRACE-HOLLOGNE
62118D30-,HORION-CENTRE,"3969","3",62118 GRACE-HOLLOGNE
62118D39-,HORION-HABITATIONS DISPERSEES,"3969","3",62118 GRACE-HOLLOGNE
62118D49-,LEXHY,"3969","3",62118 GRACE-HOLLOGNE
"62118E000",VELROUX-CENTRE,"3970","3",62118 GRACE-HOLLOGNE
"62118E090",VELROUX-HABITATIONS DISPERSEES,"3970","3",62118 GRACE-HOLLOGNE
62118F000,BIERSET-CENTRE,"3970","3",62118 GRACE-HOLLOGNE
62118F01-,BIERSET-AWANS,"3970","3",62118 GRACE-HOLLOGNE
62118F02-,CHAUSSEE DE HANNUT,"3970","3",62118 GRACE-HOLLOGNE
62118F091,BIERSET-HABITATIONS DISPERSEES,"3970","3",62118 GRACE-HOLLOGNE
62118F19-,ANCIEN CHAMP D'AVIATION,"3970","3",62118 GRACE-HOLLOGNE
62119A000,BLEGNY-CENTRE,"3713","3",62119 BLEGNY
62119A012,SOUGNE,"3713","3",62119 BLEGNY
62119A091,BLEGNY-HABITATIONS DISPERSEES,"3713","3",62119 BLEGNY
62119A199,TREMBLEUR,"3713","3",62119 BLEGNY
62119B001,MORTIER-CENTRE,"3714","3",62119 BLEGNY
62119B012,LES SARTS,"3714","3",62119 BLEGNY
62119B090,MORTIER-HABITATIONS DISPERSEES,"3714","3",62119 BLEGNY
62119B112,FAVECHAMPS,"3714","3",62119 BLEGNY
62119B191,FAVECHAMPS - VALLEE BOLLAND,"3714","3",62119 BLEGNY
62119B292,SAINT-ANDRE,"3714","3",62119 BLEGNY
62119C00-,BARCHON-CENTRE,"3715","3",62119 BLEGNY
62119C012,HEUSEUX,"3715","3",62119 BLEGNY
62119C070,BARCHON - AUTOROUTE SUD,"3715","3",62119 BLEGNY
62119C083,AUX COMMUNES,"3715","3",62119 BLEGNY
62119C091,BARCHON - AUTOROUTE NORD,"3715","3",62119 BLEGNY
62119C182,FRUMCKI,"3715","3",62119 BLEGNY
62119C192,BRUYERE,"3715","3",62119 BLEGNY
"62119D000",SAIVE-CENTRE - MOSTY - MOUSSET,"3716","3",62119 BLEGNY
"62119D091",MIERMONT - FRISE-HEIDS,"3716","3",62119 BLEGNY
62119D11-,PARFONDVAUX - PIHOT,"3716","3",62119 BLEGNY
"62119D209",HAUTE-SAIVE,"3716","3",62119 BLEGNY
"62119D312",SAIVELETTE,"3716","3",62119 BLEGNY
"62119D322",SUR-LES-HEIDS,"3716","3",62119 BLEGNY
62119D38-,ENCLAVE DE WANDRE,"3716","3",62119 BLEGNY
"62119D391",XHAVEE - SARTE,"3716","3",62119 BLEGNY
"62119D412",MOTTE,"3716","3",62119 BLEGNY
"62119D491",NEFIE,"3716","3",62119 BLEGNY
"62119E000",HOUSSE-CENTRE,"3717","3",62119 BLEGNY
"62119E012",COIN VERBOIS,"3717","3",62119 BLEGNY
"62119E091",HOUSSE-HABITATIONS DISPERSEES,"3717","3",62119 BLEGNY
62119F089,SAINT-REMY - RIVE-GAUCHE,"3718","3",62119 BLEGNY
62119F099,SAINT-REMY - RIVE-DROITE,"3718","3",62119 BLEGNY
62120A001,LES CHAFFOURS,"3971","3",62120 FLEMALLE
62120A10-,CHOKIER (ZONE D'HABITAT),"3971","3",62120 FLEMALLE
62120A111,LA BASSE-AWIRS(ZONE D'HABITAT),"3971","3",62120 FLEMALLE
62120A172,LA BASSE-AWIRS(ZONE D'HABITAT),"3971","3",62120 FLEMALLE
62120A200,LES TRIXHES NORD,"3971","3",62120 FLEMALLE
62120A221,LES TRIXHES SUD,"3971","3",62120 FLEMALLE
62120A231,LES TRIXHES EST,"3971","3",62120 FLEMALLE
62120A292,TAVALLE,"3971","3",62120 FLEMALLE
62120A299,LE BAIMONT,"3971","3",62120 FLEMALLE
62120A302,FLEMALLE-HAUTE-CENTRE,"3971","3",62120 FLEMALLE
62120A320,LE VILLAGE,"3971","3",62120 FLEMALLE
62120A332,SOUS-LES ROCHES,"3971","3",62120 FLEMALLE
62120A370,FLEMALLE-HAUTE (ZONE INDUSTR.),"3971","3",62120 FLEMALLE
62120A402,LES TRIXHES-CENTRE,"3971","3",62120 FLEMALLE
62120A423,LE BOIS-DES-MOINES EST,"3971","3",62120 FLEMALLE
