CD_REFNIS,CD_SECTOR,TOTAL,TX_DESCR_SECTOR_NL
"72021",72021C083,"428",WOUTERBOS - ROOSTERBERG
"72021",72021C091,"364",DE RIET
"72021",72021C19-,"301",DE HOUW
"72021",72021C201,"431",DORNE-KERN
"72021",72021C212,"404",DORNE-ZUID
"72021",72021C222,"221",DORNE-OOST
"72021",72021C291,"293",DORNERHEIDE
"72021",72021ZZZZ,"25",NIET TE LOKALISEREN IN EEN SECTOR
"72030",72030A00-,"680",PEER-CENTRUM
"72030",72030A011,"325",PANHOVEN
"72030",72030A021,"803",WITTE STEEN
"72030",72030A032,"1023",KERKEPOORT
"72030",72030A042,"864",BURKEL
"72030",72030A052,"318",MONS
"72030",72030A081,"328",DEUST - BERGSKE BOMEN
"72030",72030A0MA,"0",VLIEGBASIS
"72030",72030A0PA,"620",MOLHEM-MAARLO
"72030",72030A112,"408",MILITAIR TEHUIS
"72030",72030A123,"703",ROSHAAG
"72030",72030A20-,"539",LINDE - KERN
"72030",72030A212,"305",GROTSTRAAT
"72030",72030A283,"209",OVERES - NIEUWDORP
"72030",72030A291,"560",HEIHUISKENS - BOVENLINDE
"72030",72030A30-,"209",WAUBERG-KERN
"72030",72030A312,"472",WAUBERG - UITBREIDING
"72030",72030A391,"469",SIBERIE
"72030",72030B00-,"750",KLEINE-BROGEL-CENTRUM
"72030",72030B012,"630",HERIS - STRAATVELD
"72030",72030B08-,"4",VLIEGVELD
"72030",72030B091,"399",ZAVEL - BROEKKANT
"72030",72030C000,"1235",GROTE-BROGEL-KERN
"72030",72030C062,"2",ERPERHEIDE (RECREATIE)
"72030",72030C082,"513",DE BOS - LOBROEK
"72030",72030C091,"695",'T LAAR - SMEETSHOF
"72030",72030C181,"335",ERPEKOM
"72030",72030D00-,"1397",WIJCHMAAL-CENTRUM
"72030",72030D01-,"454",TICHELOVENS HEIKEN
"72030","72030D022","570",HOOGVELD - KERKVELD
"72030","72030D081","99",BLIJLEVER - DIJK
"72030",72030D09-,"498",HOUTERSTRAAT
"72030",72030ZZZZ,"5",NIET TE LOKALISEREN IN EEN SECTOR
"72037",72037A001,"507",HAMONT - STAD
"72037",72037A01-,"1858",ACHTERHOEK-BALENHOEK-INKENSVEN
"72037",72037A02-,"355",DIELISHOEK - MULK
"72037",72037A032,"4435",STAD - UITBREIDING
"72037",72037A042,"484",'T LO
"72037",72037A091,"483",WINTER - LOOSENERHEID
"72037",72037A0MA,"45",INDUSTRIETERREIN BOSSTRAAT
"72037",72037A0PA,"308",HAART
"72037",72037A182,"390",TUSSEN DIELISHOEK EN KOLENEIND
"72037",72037A19-,"104",BEVERBEEK
"72037",72037B001,"2486",ACHEL - CENTRUM
"72037",72037B012,"735",KOLLEBERG
"72037",72037B082,"334",ACHELS LO - HOEK
"72037",72037B091,"299",RODENRIJT
"72037",72037B10-,"728",STATIONSWIJK
"72037",72037B11-,"465",KLUIZERDIJK - VILLA
"72037",72037B182,"18",BUITENHEIDE - VORK
"72037",72037B191,"294",BINNENHEIDE - GREVENBROEK - PASTOORBOS
"72037",72037ZZZZ,"9",NIET TE LOKALISEREN IN EEN SECTOR
"72038",72038A001,"629",HECHTEL-CENTRUM-NOORDWEST
"72038",72038A012,"792",HECHTEL-CENTRUM-NOORDOOST
"72038",72038A023,"911",HECHTEL-CENTRUM-ZUIDOOST
"72038",72038A034,"1427",HECHTEL-CENTRUM-ZUIDWEST
"72038",72038A042,"232",VERLOREN EIND
"72038",72038A052,"1160",BOSVELD
"72038",72038A081,"441",HECHTEL - VERSPR. BEW.- OOST
"72038",72038A091,"632",HECHTEL - VERSPR. BEW.- WEST
"72038",72038A19-,"0",MILITAIR DOMEIN
"72038",72038A203,"274",HOEF
"72038",72038A265,"97",ZWART WATER
"72038",72038A296,"35",ZWARTE BEEK-ZUID
"72038",72038B00-,"2668",EKSEL-CENTRUM
"72038",72038B01-,"433",N.M.K.L.
"72038",72038B023,"240",KLOOSTERBOS
"72038",72038B062,"2",MUSSCHENNEST
"72038",72038B08-,"556",HOKSENT - EIKELBOS
"72038",72038B091,"274",HOENRIK
"72038",72038B102,"436",LOCHT-KERN
"72038",72038B181,"354",LOCHT - VERSPREIDE BEWONING
"72038",72038B19-,"488",VLAMEER - WINNER
"72038",72038B262,"131",PRAIRIE - WEEKEND
"72038",72038B281,"146",PIJNVEN - TEGGER
"72038",72038B39-,"182",KERKHOVEN
"72038",72038ZZZZ,"3",NIET TE LOKALISEREN IN EEN SECTOR
"72039",72039A000,"4453",HOUTHALEN-CENTRUM-WEST
"72039",72039A011,"1265",LAAK
"72039",72039A02-,"3090",HOUTHALEN-CENTRUM-OOST
"72039",72039A032,"455",KEMPEN
"72039",72039A070,"111",INDUSTRIEPARK - CENTRUM-ZUID
"72039",72039A080,"50",HET VIN
"72039",72039A101,"2532",MEULENBERG
"72039",72039A112,"1425",TEN HOUT
"72039",72039A123,"539",KWALAAK
"72039",72039A172,"119",EUROPAPARK
"72039",72039A191,"55",BEGIJNENHEIDE
"72039",72039A20-,"1114",LILLO-KERN
"72039",72039A212,"140",NAAKTBOS
"72039",72039A291,"329",LILLO - VERSPREIDE BEWONING
"72039",72039A311,"1767",PARK-OOST
"72039",72039A322,"1871",NIEUW LIMBURG
"72039",72039A333,"3173",PARK-WEST
"72039",72039A342,"399",ROELANTS
"72039",72039A353,"710",DE HUTTE
"72039",72039A364,"3",HENGELHOEF
"72039",72039A389,"65",MAZY - LUCIEBOS
"72039",72039A3JA,"0",CAMPING HENGELHOEF
"72039",72039A3MA,"0",HOUTHALEN-OOST INDUSTRIE
"72039",72039A3PA,"94",HOUTHALEN-NATUUR
"72039",72039A473,"16",DEEL VAN ZONHOVEN
"72039",72039A483,"5",DEEL VAN ZOLDER
"72039",72039B001,"2472",HELCHTEREN-KERN-OOST
"72039",72039B012,"2261",HELCHTEREN-KERN-WEST
"72039",72039B062,"4",MOLENHEIDE
"72039",72039B073,"7",WITTE BERGEN
"72039",72039B091,"330",HELCHTERENBOS - GROTE HEIDE
"72039",72039B0AA,"244",HET DOOLBOS
"72039",72039B0PA,"330",DE KAZERNE
"72039",72039B100,"231",SONNIS - KERN
"72039",72039B112,"419",WITTE WIJK
"72039",72039B191,"413",SONNIS - VERSPREIDE BEWONING
"72039",72039ZZZZ,"7",NIET TE LOKALISEREN IN EEN SECTOR
"72041",72041A001,"1944",DILSEN-CENTRUM
"72041",72041A01-,"841",OUD-DILSEN
"72041",72041A020,"672",KEYERD
"72041",72041A030,"235",BAUTSHOEF
"72041",72041A042,"2256",BEKKER - HOEFKAMP
"72041",72041A08-,"54",VISAKKER - WEERT
"72041",72041A091,"45",BORRESHOEVE
"72041",72041A172,"18",INDUSTRIEZONE
"72041",72041A191,"84",STAATSBOS
"72041",72041A292,"68",HOEFKAMP - HEILDERHOEVE - VERSPREIDE BEWONING
"72041",72041B001,"1027",ROTEM-CENTRUM
"72041",72041B012,"453",VIER UITERSTEN
"72041",72041B09-,"15",BICHTERWEERD
"72041",72041B101,"880",RESELT
"72041",72041B11-,"598",HOENSERVEN
"72041",72041B122,"434",ACHTER DE STATIE
"72041",72041B19-,"315",MOLENVELD - TOMMISSENHOEF - GRASKAMP - MORTELVELD
"72041",72041B272,"0",OUD ZINKFABRIEK
"72041",72041B291,"28",SCHOOTSHEI
"72041",72041C001,"1061",ELEN - CENTRUM
"72041",72041C012,"843",EIND
"72041",72041C09-,"456",'T ZAND - DE WATERINGEN
"72041",72041C11-,"288",STATION
"72041","72041D000","1316",STOKKEM-CENTRUM
"72041",72041D01-,"307",MOLENVELD
"72041",72041D02-,"1091",DE KOMMEL
"72041",72041D03-,"106",VEEWEIDE
"72041","72041D080","260",STEENHUIS
"72041",72041D09-,"555",GANZENWEERD - DAALDERDIJK
"72041",72041D10-,"74",BOOIEN
"72041",72041D19-,"33",KOEWEIDE
"72041","72041E000","1253",LANKLAAR-CENTRUM
"72041","72041E019","1432",DE ZAVEL
"72041","72041E020","383",MULHEIM - RACHELS - NOTEBORN
"72041",72041E07-,"89",INDUSTRIEPARK
"72041",72041E08-,"179",TIVOLI
"72041","72041E112","875",GROOTHOMO - KLEINHOMO
"72041","72041E163","21",COSTA-BRAVA - WEEKEND
"72041","72041E191","214",STOKKEMERBOS - WEEKEND
"72041","72041E264","3",BOSHEIDE - WEEKEND
"72041",72041ZZZZ,"13",NIET TE LOKALISEREN IN EEN SECTOR
"72042",71047A00-,"1952",OPGLABBEEK-CENTRUM - VINKENKANT - OPHOVEN
"72042",71047A010,"1490",STEGEREINDE - ROEXEINDE
"72042",71047A022,"822",BROEKKANT - HOEFKANT - HEIKANT
"72042",71047A033,"1466",LANGVELD - LAER
"72042",71047A042,"181",LOUWEL-ZUID
"72042",71047A044,"216",OPGLABBEEK-CENTRUM-OOST
"72042",71047A086,"217",OPGLABBEEK-VERSPR. BEW.-NOORD
"72042",71047A0AA,"267",HEIKANT
"72042",71047A0PA,"212",ROEXEINDE - HOEFKANT
"72042",71047A100,"1652",LOUWEL-KERN
"72042",71047A191,"180",LOUWEL - VERSPREIDE BEWONING
"72042",71047A200,"1006",NIEUWE KEMPEN-KERN
"72042",71047A212,"568",DENNENWEELDE
"72042",71047A275,"36",OPGLABBEEK-INDUSTRIETERREIN
"72042",71047A291,"138",GROTE HEIDE-ZUID
"72042",72040A00-,"1417",MEEUWEN-CENTRUM
"72042",72040A01-,"800",MEEUWEN-CENTRUM-NOORD
"72042",72040A02-,"174",HOEVESTRAAT
"72042",72040A032,"558",GENITS
"72042",72040A043,"419",UITBREIDING - BROEKKANT
"72042",72040A084,"284",MEEUWEN-VERSPR. BEW.-ZUIDOOST
"72042",72040A0MB,"50",KLEINE HEIDE
"72042",72040A0PB,"304",MEEUWEN-VERSPR.BEW.-NOORDOOST
"72042",72040A19-,"0",SCHIETVELD
"72042",72040A1AA,"152",GESTELSTRAAT
"72042",72040A1PA,"408",GESTEL-GROTE HEIDE
"72042",72040A296,"486",MEEUWEN-VERSPR. BEW.-NOORDWEST
"72042",72040A2AC,"555",WATER
"72042",72040A2PC,"56",MEEUWEN-VERSPR.BEW.-ZUIDWEST
"72042",72040B001,"1033",WIJSHAGEN-CENTRUM
"72042",72040B012,"140",ZOETEBEEK
"72042",72040B090,"82",DE RIETEN
"72042",72040B10-,"64",PLOCKROY
"72042",72040B19-,"319",DONDERSLAGHEIDE
"72042",72040C00-,"307",ELLIKOM-CENTRUM
"72042",72040C012,"567",HEIKANT
"72042",72040C091,"332",ELLIKOM - VERSPREIDE BEWONING
"72042",72040D00-,"1307",GRUITRODE-CENTRUM
"72042","72040D012","494",LIMOBIL
"72042","72040D062","0",DORPERHEIDE - WEEKEND
"72042","72040D081","53",GRUITRODERBOS
"72042","72040D091","886",OPHOVENDERHEIDE-MUISVENNERHEI
"72042",72040D19-,"111",SOLTERHEIDE
"72042",72040D49-,"63",ROES
"72042",72040D4AA,"753",J.VAN GOOR
"72042",72040D4PA,"51",BOSHOVEN
"72042",72040E00-,"484",NEERGLABBEEK-KERN
"72042",72040E09-,"401",NEERGLABBEEK-VERSPR. BEWONING
"72042",72040ZZZZ,"7",NIET TE LOKALISEREN IN EEN SECTOR
"72043",72025A00-,"3193",NEERPELT-CENTRUM
"72043",72025A01-,"3522",BOSEIND
"72043",72025A022,"990",DAMSHEIDE
"72043",72025A09-,"60",BERKENDREEF
"72043",72025A0AA,"714",DE ROOSEN
"72043",72025A0BA,"897",LA VEN DEL
"72043",72025A0PA,"220",ROZEN
"72043",72025A101,"1624",BEUKENHEIDE - HAYENHOEK
"72043",72025A112,"688",BROESEIND
"72043",72025A123,"353",VILLABOS
"72043",72025A191,"640",NEERPELT KANAAL-N.-VERSPR.BEW.
"72043",72025A202,"724",HERENT
"72043",72025A291,"449",KOLIS
"72043",72025B00-,"1961",SINT-HUIBRECHTS-LILLE-CENTRUM
"72043",72025B01-,"447",VENDERSTRAAT - BROEKKANT
"72043",72025B08-,"309",LILLE - KANAAL-N.- VERSPR.BEW.
"72043",72025B09-,"665",LILLE - KANAAL-Z.- VERSPR.BEW.
"72043",72025ZZZZ,"9",NIET TE LOKALISEREN IN EEN SECTOR
"72043",72029A000,"2525",OVERPELT-CENTRUM
"72043",72029A010,"1286",OVERPELT-CENTRUM-OOST
"72043",72029A020,"1425",OVERPELT-CENTRUM-WEST
"72043",72029A03-,"1896",HASPERSHOVEN
"72043",72029A042,"1226",MEEUS
"72043",72029A083,"439",RIET - BREUGHELWEG
"72043",72029A091,"1100",HOLVENSE BEEK
"72043",72029A20-,"585",TUINWIJK
"72043",72029A210,"810",FABRIEKSTRAAT
"72043",72029A272,"136",INDUSTRIE
"72043",72029A291,"538",HOUTMOLEN
"72043",72029A30-,"945",LINDEL - CENTRUM
"72043",72029A312,"2018",LINDEL ZUID EN WEST
"72043",72029A391,"792",LINDELSE HEIDE - HOEVERHEIDE
"72043",72029A49-,"164",HEESAKKER
"72043",72029A59-,"33",HEIDE ACHTER DE STEENWEG
"73001",73001A001,"1345",ALKEN-CENTRUM
"73001",73001A012,"604",ALKEN-CENTRUM WATERKANT
"73001",73001A023,"545",ALKEN - SPORTVELDEN
"73001",73001A034,"463",LEEMKUIL
"73001",73001A045,"397",SNOEK
"73001",73001A052,"164",ALKEN - STATION
"73001",73001A076,"48",ALKEN - INDUSTRIE
"73001",73001A082,"191",LOKER
"73001",73001A0AA,"552",HAKKEVELD
"73001",73001A0PA,"37",DE STREEK
"73001",73001A101,"993",SINT-JORIS
"73001",73001A182,"1261",PLEIN - KRUISSTRAAT
"73001",73001A188,"171",WOLFKE
"73001",73001A191,"461",BRANDEPOEL
"73001",73001A192,"270",SINT-JORIS-NOORD
"73001",73001A211,"520",ZWARTE WINNING
"73001",73001A282,"129",HULSEN-NOORD - LINDESTRAAT
"73001",73001A283,"396",HULSEN
"73001",73001A291,"514",HECHTERMANS - KASTEEL
"73001",73001A300,"1326",TERKOEST
"73001",73001A382,"31",BLEKKEMBERG - KASTEEL LEVA
"73001",73001A391,"484",NACHTEGAAL
"73001",73001A497,"783",BULS
"73001",73001ZZZZ,"0",NIET TE LOKALISEREN IN EEN SECTOR
"73006",73006A00-,"1454",BILZEN-CENTRUM
"73006",73006A011,"1170",TABBAART
"73006",73006A020,"1241",BILZEN - STATION
"73006",73006A030,"1887",BROEKEN
"73006",73006A052,"628",MAASTRICHTERPOORT
"73006",73006A081,"432",BUISSEN
"73006",73006A099,"299",KATTEBERG
"73006",73006A11-,"295",SPURK
"73006",73006A122,"589",ROOI
"73006",73006A181,"166",REHAGE
"73006",73006A203,"947",MEREM
"73006",73006A21-,"676",TONGERSESTRAAT - NIEUWSTRAAT
"73006",73006A302,"712",EIK (BILZEN) - HEESVELD
"73006",73006A373,"37",GENK-ZUID (BILZEN)
"73006",73006A391,"127",SLAGMOLEN
"73006",73006B001,"1576",BEVERST STEENWEG
"73006",73006B012,"576",SINT-MAERTENSGRACHT
"73006",73006B099,"295",BEVERST - VERSPREIDE BEWONING
"73006",73006B10-,"890",SCHOONBEEK
"73006",73006B102,"1305",SCHOONBEEK - UITBREIDING
"73006",73006B173,"12",GENK-ZUID (BEVERST)
"73006",73006B191,"788",SCHOONBEEK-VERSPREIDE BEWONING
"73006",73006C001,"1567",MUNSTERBILZEN-CENTRUM
"73006",73006C011,"1266",HAAG
"73006",73006C022,"524",EIK (MUNSTERBILZEN)
"73006",73006C032,"373",HEIDE
"73006",73006C043,"453",HOSSET
"73006",73006C052,"334",SINT-ROCHUS
"73006",73006C074,"19",GENK-ZUID (MUNSTERBILZEN)
"73006",73006C091,"61",MUNSTERBILZEN-VERSPR. BEWONING
"73006",73006D00-,"654",WALTWILDER-KERN
"73006","73006D012","317",AMELSDORP
"73006","73006D083","151",AMELSDORP-VERSPREIDE BEWONING
"73006","73006D091","134",GROENENDAAL
"73006",73006E00-,"425",HOELBEEK-KERN
"73006","73006E082","35",HEIKEN
"73006","73006E091","95",HOELBEEK - VERSPREIDE BEWONING
"73006",73006F00-,"956",EIGENBILZEN-CENTRUM
"73006",73006F01-,"1055",LOCHT
"73006",73006F082,"85",GROOT STEENBERGERVELD - HEMERIKBERG
"73006",73006F091,"109",BRANDERIJ - ZANGERHEIDE
"73006",73006F18-,"112",OVER KANAAL - VERSPR. BEWONING
"73006",73006G000,"1118",MOPERTINGEN-KERN
"73006",73006G090,"123",MOPERTINGEN - VERSPR. BEWONING
"73006",73006H00-,"468",HEES-KERN
"73006",73006H012,"241",HESERWATER
"73006",73006H091,"72",HEES - VERSPREIDE BEWONING
"73006",73006J00-,"667",ROSMEER-KERN
"73006",73006J012,"143",BOELHOF
"73006",73006J091,"91",ROSMEER - VERSPREIDE BEWONING
"73006",73006K000,"394",KLEINE-SPOUWEN-KERN
"73006",73006K012,"597",BERG STEENWEG
"73006",73006K091,"51",KLEINE-SPOUWEN - VERSPR. BEW.
"73006",73006L000,"830",GROTE-SPOUWEN-CENTRUM
"73006",73006L080,"309",WEERT
"73006",73006L0PN,"271",STEEGVELD-CAMMERDEL
"73006",73006M000,"731",RIJKHOVEN-KERN
"73006",73006M012,"241",RIJKHOVEN - BAMMESTRAAT
"73006",73006M099,"158",RIJKHOVEN-VERSPREIDE BEWONING
"73006",73006M183,"240",RIJK
"73006",73006N000,"764",MARTENSLINDE-KERN
"73006",73006N090,"191",MARTENSLINDE - VERSPREIDE BEW.
"73006",73006ZZZZ,"9",NIET TE LOKALISEREN IN EEN SECTOR
"73009",73009A00-,"1110",BORGLOON-CENTRUM
"73009",73009A019,"1312",STATION
"73009",73009A032,"581",ST. ROCHUS
"73009",73009A042,"359",VILSTERBRON
"73009",73009A08-,"189",BORGLOON - VERSPR. BEW.- ZUID
"73009",73009A091,"409",BORGLOON - VERSPR. BEW.- NOORD
"73009",73009B09-,"110",KUTTEKOVEN
"73009",73009C00-,"479",KERNIEL-KERN
"73009",73009C09-,"233",KERNIEL - VERSPREIDE BEWONING
"73009",73009D00-,"154",GORS
"73009","73009D012","74",OPLEEUW
"73009","73009D091","161",GORS - VERSPREIDE BEWONING
"73009","73009E000","634",JESSEREN-KERN
"73009","73009E090","131",JESSEREN - VERSPREIDE BEWONING
"73009",73009F00-,"368",BOMMERSHOVEN-CENTRUM
"73009",73009F080,"446",HAREN
"73009",73009F090,"60",BOMMERSHOVEN-VERSPR. BEW.-ZUID
"73009",73009G09-,"161",GROOT-LOON
"73009",73009H000,"268",BROEKOM-KERN
"73009",73009H090,"152",BROEKOM - VERSPREIDE BEWONING
"73009",73009J09-,"226",HENDRIEKEN
"73009",73009K09-,"192",VOORT
"73009",73009L09-,"269",GOTEM
"73009",73009M00-,"1354",HOEPERTINGEN-CENTRUM
"73009",73009M010,"426",HOEPERTINGEN-CENTR-UITBREIDING
"73009",73009M02-,"116",TEREIKEN
"73009",73009M082,"228",HELSHOVEN
"73009",73009M091,"159",HOEPERTINGEN-VERSP. BEW.-NOORD
"73009",73009N000,"603",RIJKEL-KERN
"73009",73009N002,"114",DYONISIUS VAN LEEUWEN
"73009",73009N099,"44",RIJKEL - VERSPREIDE BEWONING
"73009",73009ZZZZ,"1",NIET TE LOKALISEREN IN EEN SECTOR
"73022",73022A001,"1125",HEERS-KERN
"73022",73022A012,"570",DE BILTER
"73022",73022A022,"230",MIDDELHEERS-KERN
"73022",73022A081,"46",MIDDELHEERS
"73022",73022A09-,"113",HEERS - VERSPREIDE BEWONING
"73022",73022B09-,"109",BATSHEERS
"73022",73022C00-,"274",OPHEERS-KERN
"73022",73022C09-,"9",OPHEERS - VERSPREIDE BEWONING
"73022",73022D00-,"389",VEULEN-KERN
"73022",73022D09-,"58",VEULEN - VERSPREIDE BEWONING
"73022","73022E000","210",GUTSCHOVEN-CENTRUM
"73022","73022E090","115",GUTSCHOVEN-VERSPREIDE BEWONING
"73022",73022F09-,"156",METTEKOVEN
"73022",73022G082,"337",GROENSCHILD
"73022",73022G091,"174",KLEIN-GELMEN-KERN
"73022",73022H00-,"285",HEKS-KERN
"73022",73022H09-,"99",HEKS - VERSPREIDE BEWONING
"73022",73022J000,"464",HORPMAAL-KERN
"73022",73022J090,"54",HORPMAAL - VERSPREIDE BEWONING
"73022",73022K00-,"463",VECHMAAL-KERN
"73022",73022K09-,"147",VECHMAAL - VERSPREIDE BEWONING
"73022",73022L000,"1208",MECHELEN-BOVELINGEN-KERN
"73022",73022L082,"244",EGOVEN
"73022",73022L091,"109",MECHELEN-BOVELINGEN-VERSPR.BEW
"73022",73022M00-,"291",RUKKELINGEN-LOON-KERN
"73022",73022M09-,"60",RUKKELINGEN - VERSPREIDE BEW.
"73022",73022ZZZZ,"0",NIET TE LOKALISEREN IN EEN SECTOR
"73028",73028A00-,"61",HERSTAPPE-KERN
"73028",73028A09-,"17",HERSTAPPE-VERSPREIDE BEWONING
"73028",73028ZZZZ,"0",NIET TE LOKALISEREN IN EEN SECTOR
"73032",73032A000,"2553",HOESELT-CENTRUM
"73032",73032A012,"787",BERGSTRAAT
"73032",73032A023,"670",DOORNKOPPEN
"73032",73032A084,"697",BROEK
"73032",73032A091,"130",OVERBOS - PANEEL
"73032",73032A10-,"453",GROENSTRAAT - O.L.VROUW
"73032",73032A116,"240",O.L.VROUW - MELLEVELD
"73032",73032A180,"90",PANEEL - TER BOS
"73032",73032A1MA,"206",TER WAART
"73032",73032A1PA,"112",BRANDBRIEFKRUIS
"73032",73032A200,"615",ALT-HOESELT - KERN
"73032",73032A201,"84",ALT-HOESELT - NIEUWE BAAN
"73032",73032A299,"185",HOESELT - VERSPR. BEW.-ZUID
"73032",73032A38-,"199",NEDERSTRAAT-NOORD
"73032",73032B000,"530",WERM-KERN
"73032",73032B099,"180",WERM - VERSPREIDE BEWONING
"73032",73032C00-,"283",ROMERSHOVEN-KERN
"73032",73032C082,"157",ROMERSHOVEN-VERSPR. BEW.-ZUID
"73032",73032C091,"358",ROMERSHOVEN-VERSPR. BEW.-NOORD
"73032",73032D00-,"363",SINT-HUIBRECHTS-HERN-KERN
"73032","73032D062","106",SCHABOS
"73032","73032D091","240",ST-HUIBRECHTS-HERN-VERSPR.BEW.
"73032","73032D183","201",VRIJHERN
"73032",73032E00-,"216",SCHALKHOVEN-KERN
"73032",73032E09-,"85",SCHALKHOVEN - VERSPREIDE BEW.
"73032",73032ZZZZ,"0",NIET TE LOKALISEREN IN EEN SECTOR
"73040",73040A00-,"1718",KORTESSEM-KERN
"73040",73040A012,"1079",HAECHEN
"73040",73040A083,"290",PRINTHAGEN - PAMPERVELD
"73040",73040A091,"215",BOMBROEK
"73040",73040A1MA,"37",INDUSTRIETERREIN HERBROEK
"73040",73040A1PA,"213",HERBROEK
"73040",73040B00-,"224",WINTERSHOVEN-KERN
"73040",73040B091,"166",WINTERSHOVEN - VERSPREIDE BEW.
"73040",73040B112,"184",MERSENHOVEN
"73040",73040C00-,"636",VLIERMAALROOT-KERN
"73040",73040C082,"335",SITSINGEN
"73040",73040C091,"312",MOLENBEEK - JONGENBOS
"73040",73040D00-,"734",VLIERMAAL-KERN
"73040",73040D08-,"298",ZAMMELEN
"73040","73040D082","169",EGGERTINGEN
"73040","73040D091","765",VLIERMAAL-VERSPREIDE BEWONING
"73040","73040E000","774",GUIGOVEN-KERN
"73040","73040E091","124",GUIGOVEN-VERSPREIDE BEWONING
"73040","73040E112","170",MERSENHOVEN
"73040",73040ZZZZ,"0",NIET TE LOKALISEREN IN EEN SECTOR
"73042",73042A001,"3098",LANAKEN-CENTRUM
"73042",73042A02-,"58",TONGERSESTEENWEG
"73042",73042A032,"2910",PANNESTRAAT - MAASTRICHTERWEG
"73042",73042A042,"728",KEWITH
"73042",73042A053,"473",HEIDE
"73042",73042A091,"26",OP DE PUIN
"73042",73042A10-,"1208",SMEERMAAS
"73042",73042A112,"1050",SMEERMAAS - UITBREIDEING
"73042",73042A173,"196",LANAKEN   INDUSTRIEZONES
"73042",73042A191,"26",HOCHT
"73042",73042A29-,"7",BRIEGDEN - LANAKEN
"73042",73042A311,"1991",PIETERSEM
"73042",73042A322,"521",GEENEIND
"73042",73042A394,"318",PIETERSEMBOS
"73042",73042A415,"476",TOURNEBRIDE
"73042",73042A516,"132",BESSEMER
"73042",73042B001,"415",OUD REKEM
"73042",73042B011,"995",BOVENWEZET
"73042",73042B022,"728",NIEUW REKEM
"73042",73042B032,"978",DAALWEZET
"73042",73042B09-,"230",WINDMOLENVELD
"73042",73042B0AA,"541",HANGVELD
"73042",73042B0PA,"17",COLMONTERVELD
"73042",73042B112,"171",VILLAWIJK - REKEM
"73042",73042B163,"110",ZONNEVIJVER
"73042",73042B1PN,"304",NATUURRESERVAAT
"73042",73042C001,"857",NEERHAREN-CENTRUM
"73042",73042C012,"790",NEERHAREN - UITBREIDING
"73042",73042C09-,"14",HERBRICHT
"73042",73042D00-,"2677",VELDWEZELT-CENTRUM
"73042","73042D012","357",WINEVEN
"73042","73042D073","4",VELDWEZELT - INDUSTRIEZONE
"73042","73042D091","249",VELDWEZELT-VERSPREIDE BEWONING
"73042","73042D100","411",KESSELT-KERN
"73042","73042D190","178",KESSELT-VERSPREIDE BEWONING
"73042",73042E00-,"1455",GELLIK - KERN
"73042","73042E012","517",HEIKANT
"73042","73042E091","366",ALBERTKANAAL-NOORD-VERSPR.BEW.
"73042",73042E11-,"305",BRIEGDEN - GELLIK
"73042",73042E19-,"20",KOMVELD
"73042",73042ZZZZ,"15",NIET TE LOKALISEREN IN EEN SECTOR
"73066",7306610PQ,"0",TUSSEN DE BOSSCHEN
"73066",73066A000,"786",RIEMST-KERN
"73066",73066A012,"503",KRINKELSCHACHT
"73066",73066A083,"150",RIEMST - VERSPR. BEW.- NOORD
"73066",73066A091,"262",RIEMST - VERSPR. BEW.- ZUID
"73066",73066B00-,"1448",HERDEREN-KERN
"73066",73066B09-,"192",HERDEREN - VERSPREIDE BEWONING
"73066",73066C000,"1933",VLIJTINGEN-KERN
"73066",73066C010,"375",LAFELD
"73066",73066C082,"99",LAFELD - VERSPREIDE BEWONING
"73066",73066C091,"172",VLIJTINGEN - VERSPR. BEWONING
"73066",73066D00-,"851",VROENHOVEN-CENTRUM
"73066",73066D01-,"213",HEUKELOM
"73066",73066D08-,"211",VAART-NOORD-VERSPR. BEWONING
"73066",73066D09-,"312",VAART-ZUID-VERSPREIDE BEWONING
"73066",73066E00-,"907",KANNE-CENTRUM
"73066",73066E01-,"130",OVER DE BRUG
"73066","73066E080","98",'T VELDJE - GULDENDAEL
"73066","73066E090","27",OP DE BERG - MUIZENBERG
"73066",73066F001,"663",ZICHEN-CENTRUM
"73066",73066F012,"950",BOLDER-CENTRUM
"73066",73066F022,"249",ZICHEN - OOST
"73066",73066F090,"296",ZICHEN-BOLDER-VERSPR. BEWONING
"73066",73066F101,"507",ZUSSEN-KERN
"73066",73066F112,"493",ZUSSEN - OOST
"73066",73066F191,"126",ZUSSEN - VERSPREIDE BEWONING
"73066",73066G001,"701",MEER-CENTRUM
"73066",73066G090,"120",MEER - VERSPREIDE BEWONING
"73066",73066G100,"620",VAL-KERN
"73066",73066G112,"211",TUSSEN VAL EN MEER
"73066",73066G190,"108",VAL - VERSPREIDE BEWONING
"73066",73066H00-,"1114",MILLEN-KERN
"73066",73066H082,"112",ELST
"73066",73066H091,"339",MILLEN - VERSPREIDE BEWONING
"73066",73066J00-,"356",GENOELSELDEREN-KERN
"73066",73066J012,"154",GENOELSELDEREN KERN-UITBREID.
"73066",73066J083,"0",OUD 'S HERENELDEREN
"73066",73066J091,"41",GENOELSELDEREN - VERSPR. BEW.
"73066",73066K00-,"514",MEMBRUGGEN-KERN
"73066",73066K08-,"150",KLEIN-MEMBRUGGEN
"73066",73066K091,"206",MEMBRUGGEN-VERSPREIDE BEWONING
