,CD_REFNIS,CD_SECTOR,TOTAL,TX_DESCR_SECTOR_NL,ZONENUMMER
4726,25018,25018B191,110,VIEUX SART-HAB. DISPERSEES,3326.0
4727,25018,25018B312,242,VAL VILLERS,3326.0
4728,25018,25018C000,206,DION-LE-MONT-CENTRE,3327.0
4729,25018,25018C01-,497,QUEUE DE PELLE,3327.0
4730,25018,25018C020,236,GRIPLOTTE,3327.0
4731,25018,25018C080,101,TOUVENT,3327.0
4732,25018,25018C091,157,LA SARTE,3327.0
4733,25018,25018C112,1940,BROCSOU,3327.0
4734,25018,25018C193,49,LE TAILLIS,3327.0
4735,25018,25018C294,76,RUE DE FONTENELLE,3327.0
4736,25018,25018D00-,415,DION-LE-VAL-CENTRE,3328.0
4737,25018,25018D082,93,HAUT CORTIL,3328.0
4738,25018,25018D091,12,DION-LE-VAL-HAB.DISPERSEES,3328.0
4739,25018,25018E000,208,BONLEZ-CENTRE,3329.0
4740,25018,25018E01-,231,BAS-BONLEZ,3329.0
4741,25018,25018E02-,135,HAUT-BONLEZ,3329.0
4742,25018,25018E032,216,GRAND SART,3329.0
4743,25018,25018E081,149,BONLEZ-HAB. DISPERSEES EST,3329.0
4744,25018,25018E091,51,BONLEZ-HAB. DISPERSEES OUEST,3329.0
4745,25018,25018E112,112,AUX 4 CARRES,3329.0
4746,25018,25018F00-,687,LONGUEVILLE-CENTRE,3330.0
4747,25018,25018F09-,124,LONGUEVILLE-HAB. DISPERSEES,3330.0
4748,25018,25018ZZZZ,2,NIET TE LOKALISEREN IN EEN SECTOR,
4749,25023,25023A001,1589,COURT-SAINT-ETIENNE-CENTRE,3331.0
4750,25023,25023A011,1041,WISTERZEE,3331.0
4751,25023,25023A022,1399,AVENUE DES COMBATTANTS,3331.0
4752,25023,25023A073,339,PARC INDUSTRIEL,3331.0
4753,25023,25023A082,51,GRAND ESCAVEE,3331.0
4754,25023,25023A091,96,COURT-SAINT-ETIENNE-HAB. DISP.,3331.0
4755,25023,25023A100,1085,BEAURIEUX,3331.0
4756,25023,25023A1AA,326,RUCHAUX,3331.0
4757,25023,25023A1PA,248,FERME BLANCHE,3331.0
4758,25023,25023A200,1014,SART MESSIRE GUILLAUME,3332.0
4759,25023,25023A28-,189,SUZERIL,3332.0
4760,25023,25023A291,59,SART MESSIRE GUILL.-HAB. DISP.,3332.0
4761,25023,25023A2AB,140,BRUYERE DU SART,3332.0
4762,25023,25023A2PB,11,COMMUN PRE,3332.0
4763,25023,25023A30-,836,LA ROCHE,3332.0
4764,25023,25023A310,479,FAUX,3332.0
4765,25023,25023A382,9,LE POTEAU-LA ROCHE-HAB. DISP.,3332.0
4766,25023,25023A391,5,LA ROCHE-HAB. DISPERSEES,3332.0
4767,25023,25023A40-,523,TANGISSART,3332.0
4768,25023,25023A483,39,LA GHETE-HAB. DISPERSEES,3332.0
4769,25023,25023A492,220,CERISIER-HAB. DISPERSEES,3332.0
4770,25023,25023A499,288,NOIRHAT,3332.0
4771,25023,25023A512,166,FRANQUENIES,3331.0
4772,25023,25023A610,443,LIMOUGES,3331.0
4773,25023,25023ZZZZ,4,NIET TE LOKALISEREN IN EEN SECTOR,
4774,25031,25031A00-,1550,GENAPPE-CENTRE,3333.0
4775,25031,25031A01-,367,PALAHAUT,3333.0
4776,25031,25031A070,29,STATION,3333.0
4777,25031,25031B000,67,BAISY-THY-CENTRE,3334.0
4778,25031,25031B082,22,BOIS D'HEZ,3334.0
4779,25031,25031B091,297,CHENIMONT,3334.0
4780,25031,25031B11-,437,DERNIER PATARD,3334.0
4781,25031,25031B122,356,QUATRE-BRAS -N.D. DES AFFLIGES,3334.0
4782,25031,25031B133,528,LONCHAMPS,3334.0
4783,25031,25031B191,38,QUATRE BRAS - CHAMP DU SARTY,3334.0
4784,25031,25031B2AJ,1187,LES 2 SAULES -CHANT DES OISEAUX,3334.0
4785,25031,25031B31-,153,THY,3335.0
4786,25031,25031B382,16,AGNISSART,3335.0
4787,25031,25031B391,70,BOIS DE THY,3335.0
4788,25031,25031C00-,175,LOUPOIGNE-CENTRE,3336.0
4789,25031,25031C01-,601,LONCEE,3336.0
4790,25031,25031C09-,111,LOUPOIGNE - HAB. DISP. OUEST,3336.0
4791,25031,25031C11-,579,LE PANIER - LOUPOIGNE NORD-EST,3336.0
4792,25031,25031C19-,32,LOUPOIGNE-HAB. DISP. EST,3336.0
4793,25031,25031C20-,217,FONTENY,3336.0
4794,25031,25031D00-,910,HOUTAIN-LE-VAL-CENTRE,3337.0
4795,25031,25031D09-,29,HOUTAIN-LE-VAL-HAB. DISP.,3337.0
4796,25031,25031E000,1046,VIEUX-GENAPPE-CENTRE,3338.0
4797,25031,25031E01-,202,VIEUX-GENAPPE-CENTRE NORD-EST,3338.0
4798,25031,25031E02-,180,ANCIENNE ROUTE DE CHARLEROI,3338.0
4799,25031,25031E082,123,FONTENI - VIEUX-GENAPPE,3338.0
4800,25031,25031E091,50,VIEUX-GENAPPE-HAB. DISP.,3338.0
4801,25031,25031E11-,232,PROMELLES,3338.0
4802,25031,25031E191,195,LES BRUYERES - TROU DU BOIS,3338.0
4803,25031,25031E292,60,LES VIEUX MANANTS - PASSAVANT,3338.0
4804,25031,25031F000,456,GLABAIS-CENTRE,3339.0
4805,25031,25031F01-,158,LA BRUYERE,3339.0
4806,25031,25031F022,21,CALA,3339.0
4807,25031,25031F08-,82,LES FLAMANDES - LA TAILLE,3339.0
4808,25031,25031F091,65,GLABAIS-HAB. DISPERSEES,3339.0
4809,25031,25031G00-,583,WAYS-CENTRE,3340.0
4810,25031,25031G013,187,PLATEAU DE L'AIGLE,3340.0
4811,25031,25031G082,41,WAYS-HAB. DISPERSEES-SUD,3340.0
4812,25031,25031G091,37,WAYS-HAB. DISPERSEES-NORD,3340.0
4813,25031,25031G11-,193,LA HUTTE,3340.0
4814,25031,25031G19-,34,LA HUTTE - HABITATIONS DISP.,3340.0
4815,25031,25031G214,165,LA PRAIE,3340.0
4816,25031,25031H00-,964,BOUSVAL-CENTRE,3341.0
4817,25031,25031H089,280,LALOUX -ALFERE -POINT DU JOUR ST DONAT -NOIRHAT -HAB. DISP.,3341.0
4818,25031,25031H09-,144,BASSE-LALOUX - TASSENIERE,3341.0
4819,25031,25031H10-,446,NOIRHAT,3341.0
4820,25031,25031H110,562,SCLAGE,3341.0
4821,25031,25031H120,773,LA MOTTE-LIMAUGES,3341.0
4822,25031,25031H132,326,POINT DU JOUR,3341.0
4823,25031,25031H210,126,WANROUX-PALLANDT,3341.0
4824,25031,25031H29-,129,WANROUX - PALLANDT - LA MOTTE - FERRIERE,3341.0
4825,25031,25031ZZZZ,1,NIET TE LOKALISEREN IN EEN SECTOR,
4826,25037,25037A001,1620,GREZ-CENTRE,3342.0
4827,25037,25037A012,239,LES CAMPINAIRES,3342.0
4828,25037,25037A023,543,CENTRY,3342.0
4829,25037,25037A091,125,GREZ -HABITATIONS DISP. SUD,3342.0
4830,25037,25037A18-,160,ROYENNE,3342.0
4831,25037,25037A199,150,BAYARMONT - MORSAINT,3342.0
4832,25037,25037A282,716,DOMAINE DU BERCUIT,3342.0
4833,25037,25037A291,6,BOIS DES FIEFS,3342.0
4834,25037,25037A30-,688,HEZE-CENTRE,3342.0
4835,25037,25037A39-,16,HEZE-HABITATIONS DISPERSEES,3342.0
4836,25037,25037A41-,136,FONTENELLE,3342.0
4837,25037,25037A500,392,DOICEAU-CENTRE,3342.0
4838,25037,25037A590,31,DOICEAU-HABITATIONS DISPERSEES,3342.0
4839,25037,25037A600,847,GASTUCHE-CENTRE,3342.0
4840,25037,25037A68-,10,GASTUCHE - LAURENSART - GRANDS PRES,3342.0
4841,25037,25037A691,793,GASTUCHE-HABITATIONS DISP. SUD,3342.0
4842,25037,25037A71-,235,GREZ-CHAUSSEE DE WAVRE,3342.0
4843,25037,25037A782,16,GREZ-HABITATIONS DISP. NORD,3342.0
4844,25037,25037A793,68,GREZ-HABITATIONS DISP. OUEST,3342.0
4845,25037,25037A892,80,LES PRES,3342.0
4846,25037,25037B00-,315,ARCHENNES-CENTRE,3343.0
4847,25037,25037B01-,419,LES MOULINS,3343.0
4848,25037,25037B02-,89,LES MONTS,3343.0
4849,25037,25037B082,11,LES MONTS -HABITATIONS DISP.,3343.0
4850,25037,25037B091,34,CHAMP DE BOSSUT,3343.0
4851,25037,25037B109,657,LES PRES - LA MOTTE,3343.0
4852,25037,25037B299,24,FLORIVAL,3343.0
4853,25037,25037C001,583,BIEZ-CENTRE,3344.0
4854,25037,25037C012,137,BASSE-BIEZ,3344.0
4855,25037,25037C090,16,BIEZ-HABITATIONS DISPERSEES,3344.0
4856,25037,25037C10-,256,COCROU-CENTRE,3344.0
4857,25037,25037C190,14,COCROU-HABITATIONS DISP.,3344.0
4858,25037,25037C21-,122,SART-CENTRE,3344.0
4859,25037,25037C290,59,SART-HABITATIONS DISPERSEES,3344.0
4860,25037,25037D00-,464,BOSSUT-CENTRE,3345.0
4861,25037,25037D091,153,BOSSUT-HABITATIONS DISPERSEES,3345.0
4862,25037,25037D10-,405,GOTTECHAIN-CENTRE,3345.0
4863,25037,25037D19-,72,GOTTECHAIN-HABITATIONS DISP.,3345.0
4864,25037,25037D20-,728,PECROT VILLAGE,3346.0
4865,25037,25037D21-,316,PECROT-VAL   VERT-VAL D'OR,3346.0
4866,25037,25037D222,175,LES 7 BONNIERS,3346.0
4867,25037,25037D29-,41,PECROT-HABITATIONS DISPERSEES,3346.0
4868,25037,25037D391,6,LA FRESNAYE,3345.0
4869,25037,25037E001,1273,NETHEN-CENTRE,3347.0
4870,25037,25037E012,384,HOULOTTE,3347.0
4871,25037,25037E082,22,SAVENEL-DOUZE BONNIERS,3347.0
4872,25037,25037E091,26,CHAMP DE BOSSUT,3347.0
4873,25037,25037E193,146,BEAUMONT,3347.0
4874,25037,25037E294,163,PECROT,3347.0
4875,25037,25037ZZZZ,3,NIET TE LOKALISEREN IN EEN SECTOR,
4876,25043,25043A00-,649,INCOURT-CENTRE,3348.0
4877,25043,25043A01-,125,LONGPRE,3348.0
4878,25043,25043A022,89,SAINTE-RAGENUFLE,3348.0
4879,25043,25043A091,203,INCOURT-HABITATIONS DISPERSEES,3348.0
4880,25043,25043B000,364,GLIMES-CENTRE,3349.0
4881,25043,25043B080,391,THOREMBISOUL,3349.0
4882,25043,25043B09-,159,GLIMES-HABITATIONS DISPERSEES,3349.0
4883,25043,25043B19-,75,LES ETATS,3349.0
4884,25043,25043C00-,793,OPPREBAIS-CENTRE,3350.0
4885,25043,25043C09-,83,OPPREBAIS-HABITATIONS DISP.,3350.0
4886,25043,25043C10-,569,SART-RISBART-CENTRE,3350.0
4887,25043,25043C19-,127,SART-RISBART-HABITATIONS DISP.,3350.0
4888,25043,25043D00-,587,ROUX-MIROIR-CENTRE,3351.0
4889,25043,25043D09-,51,ROUX-MIROIR-HABITATIONS DISP.,3351.0
4890,25043,25043D19-,45,BASSE ROUX-MIROIR,3351.0
4891,25043,25043E001,155,PIETREBAIS-CENTRE,3352.0
4892,25043,25043E01-,330,CHAUSSEE,3352.0
4893,25043,25043E082,43,DEUX-CHISES-HABITATIONS DISP.,3352.0
4894,25043,25043E091,40,HAPPAU-HABITATIONS DISPERSEES,3352.0
4895,25043,25043E092,6,FERME DU GAILBIEZ,3352.0
4896,25043,25043E100,376,CHAPELLE SAINT-LAURENT-CENTRE,3352.0
4897,25043,25043E122,174,LA MONTAGNE,3352.0
4898,25043,25043E183,58,RUE DE L'EGLISE - HAB. DISP.,3352.0
4899,25043,25043E19-,29,CHAPELLE ST-LAURENT-HAB. DISP.,3352.0
4900,25043,25043ZZZZ,0,NIET TE LOKALISEREN IN EEN SECTOR,
4901,25044,25044A00-,572,ITTRE-CENTRE,3353.0
4902,25044,25044A01-,341,COPENNE,3353.0
4903,25044,25044A033,199,VIEUX PAVE,3353.0
4904,25044,25044A082,466,ROSEMONT -HABITATIONS DISP.,3353.0
4905,25044,25044A091,157,GASBECQ -HABITATIONS DISP.,3353.0
4906,25044,25044A11-,73,BAUDEMONT,3353.0
4907,25044,25044A19-,57,LEFRENOI - LE POU - HAB. DISP.,3353.0
4908,25044,25044A200,377,HULEUX,3353.0
4909,25044,25044A290,282,HULEUX-HABITATIONS DISP.,3353.0
4910,25044,25044A39-,50,CANAL - LA TOURETTE,3353.0
4911,25044,25044A47-,6,HOUSTA,3353.0
4912,25044,25044A49-,449,BOIS D'ITTRE,3353.0
4913,25044,25044A61-,24,FAUQUEZ (ITTRE)-HAMEAU,3353.0
4914,25044,25044A682,1,FAUQUEZ (ITTRE)-OUTRE CANAL,3353.0
4915,25044,25044A691,227,FAUQUEZ-HABITATIONS DISPERSEES,3353.0
4916,25044,25044B00-,233,HAUT-ITTRE-CENTRE,3354.0
4917,25044,25044B08-,531,HAUT-ITTRE -HAB. DISP. NORD,3354.0
4918,25044,25044B09-,110,HAUT-ITTRE -HAB. DISP. SUD,3354.0
4919,25044,25044C00-,1343,VIRGINAL-SAMME-CENTRE,3355.0
4920,25044,25044C01-,810,BRUYERE,3355.0
4921,25044,25044C072,35,PARC INDUSTRIEL,3355.0
4922,25044,25044C081,365,SAMME,3355.0
4923,25044,25044C091,142,VIRGINAL-SAMME -HAB. DISP.,3355.0
4924,25044,25044C10-,158,FAUQUEZ (VIRGINAL-SAMME),3355.0
4925,25044,25044C19-,13,BOIS DES ROCS -HAB. DISP.,3355.0
4926,25044,25044ZZZZ,0,NIET TE LOKALISEREN IN EEN SECTOR,
4927,25048,25048A00-,669,LE MARCHE,3356.0
4928,25048,25048A01-,437,SAINT-JEAN,3356.0
4929,25048,25048A02-,1871,SAINT-MEDARD,3356.0
4930,25048,25048A03-,394,L'ARDOISIERE,3356.0
4931,25048,25048A04-,245,GARE,3356.0
4932,25048,25048A072,9,PARC INDUSTRIEL,3356.0
4933,25048,25048A081,35,LE STOCQUOY,3357.0
4934,25048,25048A09-,67,LES CAILLOUX,3357.0
4935,25048,25048A19-,241,MOLEMBAIS SAINT-JOSSE,3357.0
4936,25048,25048A20-,1604,SAINT-LAMBERT,3356.0
4937,25048,25048A29-,429,HUSSOMPONT,3356.0
4938,25048,25048B00-,301,JODOIGNE-SOUVERAINE-CENTRE,3358.0
4939,25048,25048B01-,280,LA BRUYERE - ORBAIS,3358.0
4940,25048,25048B099,256,LA BRUYERE - ORBAIS - BROCUI - HABITATIONS DISPERSEES,3358.0
4941,25048,25048C00-,315,JAUCHELETTE-CENTRE,3359.0
4942,25048,25048C082,46,LES QUARANTE BONNIERS,3359.0
4943,25048,25048C091,44,JAUCHELETTE -HABITATIONS DISP.,3359.0
4944,25048,25048D00-,532,DONGELBERG-CENTRE,3360.0
4945,25048,25048D09-,38,DONGELBERG-HABITATIONS DISP.,3360.0
4946,25048,25048D191,5,AILLEBROU,3360.0
4947,25048,25048E00-,464,LATHUY-CENTRE,3361.0
4948,25048,25048E08-,164,CHAUSSEE,3361.0
4949,25048,25048E099,153,BROCUI-HABITATIONS DISPERSEES,3361.0
4950,25048,25048F00-,261,MELIN-CENTRE,3362.0
4951,25048,25048F01-,342,MAISON DU BOIS-CENTRE,3362.0
4952,25048,25048F02-,263,SART-MELIN-CENTRE,3362.0
4953,25048,25048F099,88,MAISON DU BOIS - SART-MELIN - HABITATIONS DISPERSEES,3362.0
4954,25048,25048F100,390,GOBERTANGE-CENTRE,3362.0
4955,25048,25048F190,21,GOBERTANGE-HABITATIONS DISP.,3362.0
4956,25048,25048F49-,20,SELIMPRE,3362.0
4957,25048,25048G000,521,SAINT-REMY-GEEST-CENTRE,3363.0
4958,25048,25048G09-,40,SAINT-REMY-GEEST - HAB. DISP.,3363.0
4959,25048,25048H00-,100,ZETRUD-LUMAY-CENTRE,3364.0
4960,25048,25048H090,0,ZETRUD-HABITATIONS DISPERSEES,3364.0
4961,25048,25048H10-,774,LUMAY-CENTRE,3365.0
4962,25048,25048H182,96,GRANDE MACHELLE,3365.0
4963,25048,25048H191,164,MONT-A-LUMAY,3365.0
4964,25048,25048J00-,451,SAINT-JEAN-GEEST-CENTRE,3366.0
4965,25048,25048J090,19,SAINT-JEAN-GEEST - HAB. DISP.,3366.0
4966,25048,25048J10-,486,SAINTE-MARIE-GEEST-CENTRE,3366.0
4967,25048,25048J190,10,SAINTE-MARIE-GEEST-HAB. DISP.,3366.0
4968,25048,25048K009,1268,PIETRAIN-CENTRE,3367.0
4969,25048,25048K099,150,HERBAIS -PIETREMEAU -HAB.DISP.,3367.0
4970,25048,25048K10-,245,HERBAIS-CENTRE,3367.0
4971,25048,25048ZZZZ,1,NIET TE LOKALISEREN IN EEN SECTOR,
4972,25050,25050A00-,1086,LA HULPE-CENTRE,3368.0
4973,25050,25050A010,1047,LA HULPE-CENTRE-OUEST,3368.0
4974,25050,25050A02-,1342,LA HULPE-CENTRE-NORD,3368.0
4975,25050,25050A041,647,LE BRESIL,3369.0
4976,25050,25050A052,568,CHAMP DES MOTTES,3368.0
4977,25050,25050A082,32,AV. SOLVAY -HABITATIONS DISP.,3368.0
4978,25050,25050A099,246,GRIS MOULIN -HABITATIONS DISP.,3368.0
4979,25050,25050A100,474,GAILLEMARDE-CENTRE,3370.0
4980,25050,25050A29-,159,FORET DE SOIGNES,3370.0
4981,25050,25050A31-,982,BAKENBOS-MALAISE,3371.0
4982,25050,25050A320,750,STATION-CORNICHE,3369.0
4983,25050,25050A413,104,HANNONSART,3368.0
4984,25050,25050ZZZZ,4,NIET TE LOKALISEREN IN EEN SECTOR,
4985,25068,25068A001,2202,MONT-SAINT-GUIBERT-CENTRE,3372.0
4986,25068,25068A012,718,MONT-SAINT-GUIBERT - OUTRE VOIE FERREE,3374.0
4987,25068,25068A082,0,MONT-SAINT-GUIBERT - CAMPAGNE,3372.0
4988,25068,25068A091,744,LA BOURLOTTE,3372.0
4989,25068,25068A19-,260,BRUYERES,3372.0
4990,25068,25068B000,1294,CORBAIS-CENTRE,3373.0
4991,25068,25068B072,2,PARC INDUSTRIEL,3373.0
4992,25068,25068B091,70,CORBAIS-HABITATIONS DISPERSEES,3373.0
4993,25068,25068C00-,775,HEVILLERS-CENTRE,3374.0
4994,25068,25068C010,284,BIERBAIS,3374.0
4995,25068,25068C02-,75,BLANMONT,3374.0
4996,25068,25068C082,35,LA CROISETTE,3374.0
4997,25068,25068C091,232,HEVILLERS - HABITATIONS DISP.,3374.0
4998,25068,25068C100,718,FONTAINE AUX CORBEAUX,3374.0
4999,25068,25068C113,358,AL VAU,3374.0
5000,25068,25068C19-,172,LA GRANGE A LA DIME-HAB. DISP.,3374.0
5001,25068,25068ZZZZ,1,NIET TE LOKALISEREN IN EEN SECTOR,
5002,25072,25072A001,1262,NIVELLES-CENTRE-NORD,3375.0
5003,25072,25072A01-,1488,ST-SEPULCHRE,3376.0
5004,25072,25072A02-,2227,ECOLE NORMALE,3376.0
5005,25072,25072A03-,541,STATION NORD,3375.0
5006,25072,25072A042,1578,NIVELLES-CENTRE-SUD,3375.0
5007,25072,25072A082,4,CHAUSSEE DE MONS,3377.0
5008,25072,25072A091,47,LA GUENETTE,3379.0
5009,25072,25072A100,1838,FAUBOURG DE NAMUR,3380.0
5010,25072,25072A11-,1533,CITE MAILLEBOTTE,3380.0
5011,25072,25072A12-,1102,RUE MAILLEBOTTE,3380.0
5012,25072,25072A17-,96,ZONING,3381.0
5013,25072,25072A20-,2580,FAUBOURG DE CHARLEROI,3382.0
5014,25072,25072A213,736,GRAND BAILLY,3382.0
5015,25072,25072A224,340,STAISY,3382.0
5016,25072,25072A285,130,CONTOURNEMENT SUD,3382.0
5017,25072,25072A29-,299,BOIS DE NIVELLES,3379.0
5018,25072,25072A30-,801,SAINT-ROCH,3383.0
5019,25072,25072A311,1299,PARADIS,3383.0
5020,25072,25072A324,835,SOTRIAMONT,3383.0
5021,25072,25072A372,39,VICINAUX,3380.0
5022,25072,25072A382,90,GRAMBAIS,3384.0
5023,25072,25072A391,1723,BAUDEMONT,3378.0
5024,25072,25072A400,2541,STE-BARBE,3385.0
5025,25072,25072A410,2337,DODAINE-PETIT ROEULX,3385.0
5026,25072,25072A430,472,CHAUSSEE BRAINE-LE-COMTE,3378.0
5027,25072,25072A5MJ,11,LAID PATARD,3378.0
5028,25072,25072B000,342,BAULERS-CENTRE,3386.0
5029,25072,25072B019,786,ALZEMONT,3386.0
5030,25072,25072B032,386,MERLY,3386.0
5031,25072,25072B081,255,HANCLIQUET,3386.0
5032,25072,25072B090,62,CROIX HAYETTE,3386.0
5033,25072,25072C00-,537,THINES-CENTRE,3387.0
5034,25072,25072C09-,55,THINES-HABITATIONS DISPERSEES,3387.0
5035,25072,25072D00-,123,MONSTREUX-CENTRE,3388.0
5036,25072,25072D09-,212,MONSTREUX - HABITATIONS DISP.,3388.0
5037,25072,25072E002,121,BORNIVAL-CENTRE,3389.0
5038,25072,25072E091,200,BORNIVAL - HABITATIONS DISP.,3389.0
5039,25072,25072ZZZZ,4,NIET TE LOKALISEREN IN EEN SECTOR,
5040,25084,25084A000,2627,PERWEZ-CENTRE,3390.0
5041,25084,25084A01-,578,LE MONT,3390.0
5042,25084,25084A020,625,CHAUSSEE DE WAVRE,3390.0
5043,25084,25084A03-,128,JAUSSELETTE,3390.0
5044,25084,25084A072,116,PARC INDUSTRIEL,3390.0
5045,25084,25084A089,265,PERWEZ -HABITATIONS DISP. NORD,3390.0
5046,25084,25084A091,425,PERWEZ -HABITATIONS DISP. SUD,3390.0
5047,25084,25084B00-,606,THOREMBAIS-SAINT-TROND-CENTRE,3391.0
5048,25084,25084B01-,670,PONCEAU,3391.0
5049,25084,25084B02-,247,GRAND'ROUTE,3391.0
5050,25084,25084B082,7,THOREMBAIS-ST-TROND-HAB. DISP. AUTOROUTE SUD,3391.0
5051,25084,25084B091,96,THOREMBAIS-ST-TROND-HAB. DISP. AUTOROUTE NORD,3391.0
5052,25084,25084B19-,107,LES CINQ ETOILES,3391.0
5053,25084,25084C000,799,ORBAIS-CENTRE,3392.0
5054,25084,25084C012,207,ODENGE,3392.0
5055,25084,25084C083,0,ORBAIS -HABITATIONS DISPERSEES AUTOROUTE SUD,3392.0
5056,25084,25084C091,110,ORBAIS -HABITATIONS DISP. NORD,3392.0
5057,25084,25084D00-,418,MALEVES-SAINTE-MARIE- WASTINES-CENTRE,3393.0
5058,25084,25084D01-,227,SAINTE-MARIE,3393.0
5059,25084,25084D099,109,MALEVES-SAINTE-MARIE- WASTINES-HABITATIONS DISP.,3393.0
5060,25084,25084D100,226,WASTINES,3393.0
5061,25084,25084E000,620,THOREMBAIS-LES-BEGUINES-CENTRE,3394.0
5062,25084,25084E090,101,THOREMBAIS-LES-BEGUINES - HABITATIONS DISPERSEES,3394.0
5063,25084,25084E199,132,GLATIGNY,3394.0
5064,25084,25084ZZZZ,3,NIET TE LOKALISEREN IN EEN SECTOR,
5065,25091,25091A00-,700,RIXENSART-CENTRE,3395.0
5066,25091,25091A01-,1392,CHATEAU,3396.0
5067,25091,25091A02-,432,BOIS DE RIPONT,3396.0
5068,25091,25091A031,1869,BOIS MARIE MONSEU,3395.0
5069,25091,25091A091,6,RIXENSART -HABITATIONS DISP.,3396.0
5070,25091,25091A101,1673,BOURGEOIS,3397.0
5071,25091,25091A11-,1127,LE GLAIN,3396.0
5072,25091,25091A122,1538,CHATEAU D'EAU,3397.0
5073,25091,25091A20-,2025,FROIDMONT,3395.0
5074,25091,25091A212,320,BELAIR,3395.0
5075,25091,25091A222,1140,BENEDICTINES,3395.0
5076,25091,25091B00-,1955,GENVAL - LE VILLAGE - LES COUTURES,3398.0
5077,25091,25091B01-,2541,PARC DU CENTENAIRE,3398.0
5078,25091,25091B02-,865,SARTAGE,3399.0
5079,25091,25091B101,1920,MAUBROUX-SUD,3399.0
5080,25091,25091B112,464,MAUBROUX-NORD,3399.0
5081,25091,25091B12-,596,GENVAL LAC,3399.0
5082,25091,25091C001,338,ROSIERES-CENTRE,3400.0
5083,25091,25091C012,575,RUE DE LA HULPE,3400.0
5084,25091,25091C023,1016,FERME DE WOO,3400.0
5085,25091,25091C091,37,ROSIERES -HAB. DISP. NORD,3400.0
5086,25091,25091C112,127,BEAUSEANT,3400.0
5087,25091,25091C183,105,ROSIERES -HAB. DISP. SUD,3400.0
5088,25091,25091ZZZZ,3,NIET TE LOKALISEREN IN EEN SECTOR,
5089,25105,25105A000,1863,TUBIZE-CENTRE,3401.0
5090,25105,25105A011,556,LEFORT,3402.0
5091,25105,25105A021,1873,NARMONTS,3403.0
5092,25105,25105A041,889,TUBIZE-CENTRE NORD,3404.0
5093,25105,25105A05-,600,HONDZOCHT,3405.0
5094,25105,25105A072,488,FABELTA,3404.0
5095,25105,25105A082,84,RENGHIHAYE,3406.0
5096,25105,25105A091,21,MERCHIN,3405.0
5097,25105,25105A10-,674,LE RENARD,3406.0
5098,25105,25105A112,719,STEHOUX,3408.0
5099,25105,25105A181,544,COEURCQ,3407.0
5100,25105,25105A190,104,RIPAIN,3406.0
5101,25105,25105A202,2708,TAYMANS,3409.0
5102,25105,25105A213,2155,STATION CLABECQ,3409.0
5103,25105,25105A222,1368,LA BRUYERE,3410.0
5104,25105,25105A271,40,EGYPTE,3410.0
5105,25105,25105A301,2289,STIERBECQ,3411.0
5106,25105,25105A312,567,BRIQUETERIE,3404.0
5107,25105,25105A322,165,OPHAIN,3406.0
5108,25105,25105A383,59,NEUVE COUR,3411.0
5109,25105,25105A394,13,ACHONFOSSE,3405.0
5110,25105,25105B001,736,OISQUERCQ-CENTRE,3412.0
5111,25105,25105B072,80,PARC INDUSTRIEL,3412.0
5112,25105,25105B090,222,LE ROSSIGNOL-HABITATIONS DISP.,3412.0
5113,25105,25105B100,555,LA BRUYERE D'OISQUERCQ,3412.0
5114,25105,25105B172,157,STATION D'OISQUERCQ,3412.0
5115,25105,25105B190,178,BOIS D'OISQUERCQ,3412.0
5116,25105,25105C00-,968,CLABECQ-CENTRE,3413.0
5117,25105,25105C010,1392,SAINT-JEAN-BAPTISTE,3413.0
5118,25105,25105C02-,1208,CLOS BAYARD,3413.0
5119,25105,25105C03-,1195,HAMEAU DU 45,3413.0
5120,25105,25105C072,4,LES FORGES,3413.0
5121,25105,25105C08-,0,ROGISSART,3413.0
5122,25105,25105C091,60,CLABECQ -HAB. DISP. -VRAIMONT,3413.0
5123,25105,25105D00-,1451,SAINTES-CENTRE,3414.0
5124,25105,25105D010,412,TRY-HAUT - TRY-BAS,3414.0
5125,25105,25105D022,345,MUSSAIN,3414.0
5126,25105,25105D082,13,FROYE - RADOUX,3414.0
5127,25105,25105D091,494,SAINTE-RENELDE -HAB. DISP.,3414.0
5128,25105,25105D191,89,PLATAIN BOIS,3414.0
5129,25105,25105ZZZZ,0,NIET TE LOKALISEREN IN EEN SECTOR,
5130,25107,25107A00-,877,VILLERS-LA-VILLE- CENTRE,3415.0
5131,25107,25107A01-,631,TRIBOTTE - HOLLERS,3415.0
5132,25107,25107A022,297,BOIS COCHET (VILLERS),3415.0
5133,25107,25107A081,79,BOIS PINCHET,3415.0
5134,25107,25107A09-,38,BOIS DE BACHET-BOIS PIGEOLET- BOIS DES NEPPES,3415.0
5135,25107,25107B009,1058,TILLY-CENTRE - MARBISOUX,3416.0
5136,25107,25107B090,15,SABLIERES -HABITATIONS DISP.,3416.0
5137,25107,25107B110,191,RIGENEE,3416.0
5138,25107,25107B191,56,RIGENEE-SAVOYARD,3416.0
5139,25107,25107B210,240,STRICHON,3416.0
5140,25107,25107B310,293,COCHET - TILLY,3416.0
5141,25107,25107B322,114,BOIS DE L'ERMITAGE,3416.0
5142,25107,25107B390,47,BASSE HEUVAL,3416.0
5143,25107,25107C00-,657,MELLERY-CENTRE,3417.0
5144,25107,25107C09-,14,MELLERY-HABITATIONS DISP.,3417.0
