,CD_REFNIS,CD_SECTOR,TOTAL,TX_DESCR_SECTOR_NL,ZONENUMMER
441,11013,11013A02-,4150,BUIZEGEM,244.0
442,11013,11013A03-,680,POSDIJK,244.0
443,11013,11013A040,2040,BOERENLEGER,245.0
444,11013,11013A050,1560,GRIJPEGEM,243.0
445,11013,11013A090,22,HOF TER LINDEN,246.0
446,11013,11013A101,3262,EEKHOF - ST.JOZEF,247.0
447,11013,11013A11-,759,ELSDONK,247.0
448,11013,11013A12-,414,VERBRANDE HOEVE,247.0
449,11013,11013A132,2010,MOLENVELD,245.0
450,11013,11013A142,2246,AAN DE HOEVE,247.0
451,11013,11013A181,53,MOLENVELD-ZUID,245.0
452,11013,11013A19-,155,DRIE EIKEN,248.0
453,11013,11013A20-,1476,TER BEKE,246.0
454,11013,11013A21-,422,ROZENHOF,246.0
455,11013,11013ZZZZ,16,NIET TE LOKALISEREN IN EEN SECTOR,
456,11016,11016A000,1112,ESSEN-CENTRUM,249.0
457,11016,11016A010,892,HEUVEL,249.0
458,11016,11016A021,612,KLOOSTERSTRAAT-OOST,249.0
459,11016,11016A042,1778,HONDSBERG,249.0
460,11016,11016A052,834,DE VENNEN - DE WERF,249.0
461,11016,11016A091,714,SPIJKER - ZANDSTRAAT,250.0
462,11016,11016A101,992,WILDERT-OOST,250.0
463,11016,11016A112,1713,WILDERT-WEST,250.0
464,11016,11016A180,248,VISSENHEUVEL - ZILVEREN HOEK,250.0
465,11016,11016A191,153,WILDVEN,250.0
466,11016,11016A1AJ,626,WILDERT WEEKENDZONE-OOST,250.0
467,11016,11016A200,1550,HORENDONK,251.0
468,11016,11016A262,317,HORENDONK-WEEKENDZONE,251.0
469,11016,11016A273,53,INDUSTRIEZONE,251.0
470,11016,11016A281,284,STEENPAAL - GROTE HORENDONK,251.0
471,11016,11016A291,441,SCHANKER - SCHAM,251.0
472,11016,11016A300,438,ESSEN - HOEK,252.0
473,11016,11016A391,153,NOORDENEIND - ROUWMOERHOEF - WATERWINNING,252.0
474,11016,11016A3AJ,936,WILDERT - WEEKENDZONE-WEST,250.0
475,11016,11016A401,972,STATION,253.0
476,11016,11016A412,424,VELDWEG,249.0
477,11016,11016A501,3414,HEIKANT,253.0
478,11016,11016A592,247,PAARDENHOEK-WILDERTSE DUINTJES,253.0
479,11016,11016A60-,103,KALMTHOUTSE HOEK,252.0
480,11016,11016A691,183,MOLENWIJK - VOORTSE HOEVE,252.0
481,11016,11016ZZZZ,7,NIET TE LOKALISEREN IN EEN SECTOR,
482,11018,11018A000,862,HEMIKSEM-DORP,254.0
483,11018,11018A010,1667,HOOFDBOS,254.0
484,11018,11018A021,2299,HEMIKSEM-CENTRUM,254.0
485,11018,11018A030,1134,VARENVELDEN,254.0
486,11018,11018A042,130,KALLEBEEK,254.0
487,11018,11018A054,967,BOUWERIJVELDEN,255.0
488,11018,11018A070,4,HERBEKE - TERLOCHT,254.0
489,11018,11018A090,6,KASTEEL,255.0
490,11018,11018A101,1369,HEUVELSTRAAT,255.0
491,11018,11018A111,855,KERKENEINDE,255.0
492,11018,11018A122,1144,SINT-BERNARD,255.0
493,11018,11018A132,353,KERKE BOS,255.0
494,11018,11018A143,463,SCHELSE BOS,255.0
495,11018,11018A170,79,NIJVERHEIDSZONE-OOST,255.0
496,11018,11018A1MJ,385,NIJVERHEIDSZONE - SCHELDE-Z.,255.0
497,11018,11018ZZZZ,5,NIET TE LOKALISEREN IN EEN SECTOR,
498,11021,11021A00-,2094,HOVE-CENTRUM,256.0
499,11021,11021A01-,495,GEELHAND,257.0
500,11021,11021A02-,1258,KLEINE MIJL,257.0
501,11021,11021A03-,564,GRENS EDEGEM,256.0
502,11021,11021A04-,1142,RATTENNEST,256.0
503,11021,11021A052,253,FRUITHOUT-ZUID,256.0
504,11021,11021A062,2185,VELDKANT,257.0
505,11021,11021A081,114,FRUITHOUT,256.0
506,11021,11021A091,9,VELDKANT-VERSPREIDE BEWONING,258.0
507,11021,11021A19-,172,HOOFSE HOEK,258.0
508,11021,11021ZZZZ,1,NIET TE LOKALISEREN IN EEN SECTOR,
509,11022,11022A001,1444,KALMTHOUT-CENTRUM-OOST,259.0
510,11022,11022A012,950,KALMTHOUT-CENTRUM-WEST,259.0
511,11022,11022A02-,1038,KIJKUIT-WEST,259.0
512,11022,11022A032,1689,BEZEMHEIDE,259.0
513,11022,11022A080,150,KALMTHOUT-VERSPR. BEW.-OOST,259.0
514,11022,11022A091,25,VOGELENZANG,259.0
515,11022,11022A10-,2008,KALMTHOUT-DORP,260.0
516,11022,11022A11-,620,HEUVEL,260.0
517,11022,11022A120,647,ACHT ZALIGHEDEN,260.0
518,11022,11022A132,289,MERBORETUM-NOORD,260.0
519,11022,11022A181,62,NATUURRESERVAAT,261.0
520,11022,11022A19-,273,DE GREEF,260.0
521,11022,11022A201,1069,OUD-HEIDE,262.0
522,11022,11022A21-,2043,DENNENDAAL,262.0
523,11022,11022A22-,842,GEUZENBAK,262.0
524,11022,11022A232,705,NIEUWE WIJK - HEIDE,262.0
525,11022,11022A28-,60,WITTE  HOEVESEHEIDE,262.0
526,11022,11022A2AA,436,HOLLE KELDER,259.0
527,11022,11022A2MA,64,INDUSTRIE,263.0
528,11022,11022A2PA,0,SCHIETVELD,263.0
529,11022,11022A30-,846,ACHTERBROEK-CENTRUM,264.0
530,11022,11022A31-,361,ACHTERBROEK - WUUSTWEZEL,264.0
531,11022,11022A322,582,HEIKEN-NOORD,264.0
532,11022,11022A382,81,DUFFELAAR,264.0
533,11022,11022A39-,266,HANDELAAR,264.0
534,11022,11022A401,972,NIEUWMOER-CENTRUM,265.0
535,11022,11022A412,366,HEIKANT - MAATJES,265.0
536,11022,11022A423,439,ZILVERENHOEK,265.0
537,11022,11022A48-,111,MARIJNEVENNEN - MAATJES,265.0
538,11022,11022A49-,233,VENETIE,265.0
539,11022,11022A50-,105,KRUISSTRAAT,264.0
540,11022,11022A582,69,FOKSEMAAT,259.0
541,11022,11022A591,9,STOK 1300 M,264.0
542,11022,11022A682,121,HEIKEN-ZUID,264.0
543,11022,11022A692,43,GROENENDRIES,261.0
544,11022,11022ZZZZ,2,NIET TE LOKALISEREN IN EEN SECTOR,
545,11023,11023A00-,2661,KAPELLEN-CENTRUM,266.0
546,11023,11023A01-,1536,BEUKENHOF,267.0
547,11023,11023A02-,1960,ESSENHOUT - ZILVEREN HOEK,268.0
548,11023,11023A03-,2511,HOEVENSE BAAN,268.0
549,11023,11023A04-,901,BEAULIEU,266.0
550,11023,11023A050,991,STARRENHOF,269.0
551,11023,11023A062,1114,DENNENBURG,267.0
552,11023,11023A08-,240,KAPELLEN VERSPR. BEW.-WEST,269.0
553,11023,11023A091,23,MIDDELBEEK,270.0
554,11023,11023A10-,1871,PUTTE-CENTRUM,271.0
555,11023,11023A11-,411,ERTBRAND,271.0
556,11023,11023A122,979,PUTTE-OOST,271.0
557,11023,11023A133,370,RIJMAKERSBOS,271.0
558,11023,11023A191,202,ERTBRAND - FORT,271.0
559,11023,11023A200,1902,KAPELLENBOS-CENTRUM,272.0
560,11023,11023A212,471,GOLF,272.0
561,11023,11023A280,311,WOLVEBOS,270.0
562,11023,11023A291,174,SCHIETVELD,273.0
563,11023,11023B30-,1190,ZILVERENHOEK,274.0
564,11023,11023B31-,1147,HAZELDONK,274.0
565,11023,11023B32-,1634,DE STERRE,274.0
566,11023,11023B330,1991,KLEIN HEIKEN,274.0
567,11023,11023B391,154,VLOEIENDE,274.0
568,11023,11023B40-,1916,HOOGBOOM,275.0
569,11023,11023B49-,486,VERLOREN HOEK - BUNGE,275.0
570,11023,11023ZZZZ,11,NIET TE LOKALISEREN IN EEN SECTOR,
571,11024,11024A00-,3108,KONTICH-CENTRUM,276.0
572,11024,11024A01-,2214,BROEKBEEMDEN - NACHTEGAAL,277.0
573,11024,11024A02-,2296,LIJSTERBOL - KRUISSCHANSLEI,278.0
574,11024,11024A03-,681,TUINWIJK - GROENINGENLEI,276.0
575,11024,11024A04-,1752,ALTENA,277.0
576,11024,11024A05-,281,BLAUWE STEEN,278.0
577,11024,11024A072,28,INDUSTRIETERREIN,279.0
578,11024,11024A09-,89,KONTICH - VERSPR. BEW.-NOORD,280.0
579,11024,11024A10-,738,BOONWIT,281.0
580,11024,11024A111,209,SINT-RITA,281.0
581,11024,11024A132,316,PIERSSTRAAT,282.0
582,11024,11024A142,4,HOGE AARD,276.0
583,11024,11024A191,314,KEIZERSHOEK-RIJKEROOI-VALVEKEN,283.0
584,11024,11024A1MA,76,INDUSTRIEZONE - SATENROZEN,282.0
585,11024,11024A1PA,378,VUILE PLAS - PANNEBOSSEN,282.0
586,11024,11024A200,1910,KONTICH - KAZERNEN,284.0
587,11024,11024A210,1271,NIEUW KONTICH,284.0
588,11024,11024A220,1542,SCHEIHAGEN,284.0
589,11024,11024A280,160,BOUTERSEM - BROEKBOS,284.0
590,11024,11024A291,243,BABBELKROON - DUFFELSE HOEK,284.0
591,11024,11024A30-,334,VERBRANDE HOEVE,284.0
592,11024,11024A412,611,REEP,279.0
593,11024,11024A423,715,WILDVELD,279.0
594,11024,11024A434,122,TANGHOF,283.0
595,11024,11024B00-,894,WAARLOOS-KERN,285.0
596,11024,11024B012,455,KERKEVELDEN,285.0
597,11024,11024B08-,112,TERBEECK,285.0
598,11024,11024B091,241,BEEKBOSHOEK,285.0
599,11024,11024B190,158,DE KEIZERENBERG,285.0
600,11024,11024ZZZZ,8,NIET TE LOKALISEREN IN EEN SECTOR,
601,11025,11025A000,2234,LINT-CENTRUM,286.0
602,11025,11025A01-,1969,NIEUW KWARTIER,286.0
603,11025,11025A02-,2194,LINTZ-VELD,286.0
604,11025,11025A042,1006,MOEDERHOEVE,286.0
605,11025,11025A053,610,SCHUURVELD,287.0
606,11025,11025A08-,147,BEEKHOEK,288.0
607,11025,11025A091,191,ROETAARDSHOEK,286.0
608,11025,11025A184,177,LOUWERIJK,287.0
609,11025,11025A19-,46,LUITERSHEIDE,287.0
610,11025,11025ZZZZ,1,NIET TE LOKALISEREN IN EEN SECTOR,
611,11029,11029A00-,4762,OUDE-GOD,289.0
612,11029,11029A01-,1638,TOMMELT,290.0
613,11029,11029A02-,2050,HOF VAN RIETH,291.0
614,11029,11029A041,308,FORTSTRAAT,292.0
615,11029,11029A07-,163,VREDEBAAN,293.0
616,11029,11029A10-,2219,MORTSEL - DORP,290.0
617,11029,11029A11-,3363,SINT-JOZEF,294.0
618,11029,11029A12-,1439,DRABSTRAAT,292.0
619,11029,11029A13-,2108,SAVELKOUL,294.0
620,11029,11029A14-,963,CANTECROY,292.0
621,11029,11029A172,199,HEIRBAAN,292.0
622,11029,11029A18-,0,FORT IV,292.0
623,11029,11029A191,99,GASTHUISHOEVEN,295.0
624,11029,11029A201,2904,LUITHAGEN,296.0
625,11029,11029A211,1238,DIESEGHEM,297.0
626,11029,11029A22-,290,OOSTERVELD,293.0
627,11029,11029A232,129,AGFA-GEVAERT,293.0
628,11029,11029A242,1223,TEN DORPE,296.0
629,11029,11029A27-,235,VARENTHOF,297.0
630,11029,11029A282,74,VLIEGVELD,298.0
631,11029,11029A301,732,ZILVERBEEK,297.0
632,11029,11029A372,22,SINT-AMEDEUS,297.0
633,11029,11029ZZZZ,12,NIET TE LOKALISEREN IN EEN SECTOR,
634,11030,11030A00-,3516,NIEL-CENTRUM,299.0
635,11030,11030A01-,1571,NIEL - DORP-OOST,299.0
636,11030,11030A02-,1271,NIEL - DORP-WEST,299.0
637,11030,11030A03-,1493,NIELSE MATEN,300.0
638,11030,11030A052,1,NIEL - BIEZERD-WEST,299.0
639,11030,11030A091,124,BROEK,299.0
640,11030,11030A10-,1981,HELLEGAT - STEENBAKKERIJEN,299.0
641,11030,11030A17-,536,POTAARDESTRAAT,300.0
642,11030,11030ZZZZ,0,NIET TE LOKALISEREN IN EEN SECTOR,
643,11035,11035A000,1587,RANST-CENTRUN,301.0
644,11035,11035A01-,1546,DOGGENHOUT,301.0
645,11035,11035A022,741,ZEVENBERGEN,301.0
646,11035,11035A08-,614,SCHAPENVONDER,301.0
647,11035,11035A091,165,GROT-STREPENHOEVE,301.0
648,11035,11035A10-,609,MILLEGEM,301.0
649,11035,11035A20-,612,SPRUITERSHOF,301.0
650,11035,11035A29-,133,SCHAWIJK,301.0
651,11035,11035A30-,258,VERLOREN KOST,302.0
652,11035,11035A39-,64,TUSSEN MAAS EN MOOR -HOGE AARD,302.0
653,11035,11035B00-,1504,OELEGEM-CENTRUM,303.0
654,11035,11035B010,408,SCHRANSHOEVE,303.0
655,11035,11035B02-,820,EVERHOEK,303.0
656,11035,11035B032,852,LINDBERGHOEVE,303.0
657,11035,11035B043,683,KNOD,303.0
658,11035,11035B080,79,BOLKERHOEVE,304.0
659,11035,11035B091,70,RUNDVOORT - VRIESEL,303.0
660,11035,11035B19-,157,HALSE HOEK,303.0
661,11035,11035B2MA,180,TER STRATEN,305.0
662,11035,11035B2PA,128,VERLOREN VELDEN,305.0
663,11035,11035C00-,1022,BROECHEM-CENTRUM,306.0
664,11035,11035C01-,1241,VELD - HET LOO,306.0
665,11035,11035C022,473,BROOT,306.0
666,11035,11035C081,93,NIERLENDERS,306.0
667,11035,11035C09-,832,DE BIEST,306.0
668,11035,11035C19-,77,MOLLENT,306.0
669,11035,11035C29-,123,VREMDERHOEVEN,306.0
670,11035,11035C39-,281,MOOR,306.0
671,11035,11035D001,857,EMBLEM-CENTRUM,307.0
672,11035,11035D012,312,HOOG -TONGEL -VEN -LEEUWERIK,307.0
673,11035,11035D082,2,BOLLAAK,307.0
674,11035,11035D0AA,412,HET TOREKEN,307.0
675,11035,11035D0PA,389,DE HEIDE VELDEN,307.0
676,11035,11035D10-,1857,HET ALLIERS,307.0
677,11035,11035D19-,62,ALLIERS HEIDE,307.0
678,11035,11035D29-,4,BRITSE BASIS,307.0
679,11035,11035ZZZZ,2,NIET TE LOKALISEREN IN EEN SECTOR,
680,11037,1103710PQ,0,OUDE NETE-ARM,491.0
681,11037,11037A01-,630,KLEINE LANDEIGENDOM,309.0
682,11037,11037A02-,1327,STEENBERGHOEK,308.0
683,11037,11037A032,155,MORENHOEK,309.0
684,11037,11037A080,243,STEENBAKKERIJEN,308.0
685,11037,11037A091,573,AUTOSNELWEG,310.0
686,11037,11037A0ON,1454,RUMST-CENTRUM,308.0
687,11037,11037A10-,498,VOSBERG,310.0
688,11037,11037A19-,675,LAZERNIJ - HOGE VOSBERG,310.0
689,11037,11037B00-,1022,TERHAGEN-KERN,311.0
690,11037,11037B01-,873,1 MEI-BUURT,311.0
691,11037,11037B022,391,MOLLEVELD,311.0
692,11037,11037B091,438,STEENBAKKERIJEN,311.0
693,11037,11037C000,1285,REET-CENTRUM,312.0
694,11037,11037C010,787,REET-DORP-NOORD,312.0
695,11037,11037C022,788,CLEMENSHOEK,312.0
696,11037,11037C081,198,REET-VERSPR. BEW.-ZUIDWEST,312.0
697,11037,11037C090,511,MORENHOEK - BEURS,312.0
698,11037,11037C100,1198,DE VAART,312.0
699,11037,11037C110,468,PREDIKHERENHOEVE,312.0
700,11037,11037C12-,831,TURKIJE,313.0
701,11037,11037C180,146,PIERSTRAAT,312.0
702,11037,11037C19-,344,GROTE PAEPENDAELEN,312.0
703,11037,11037C20-,304,STATIE,312.0
704,11037,11037ZZZZ,7,NIET TE LOKALISEREN IN EEN SECTOR,
705,11038,11038A000,2752,SCHELLE-DORP,314.0
706,11038,11038A010,2474,MIKMAN,314.0
707,11038,11038A020,1522,MAAIENHOEK,314.0
708,11038,11038A030,690,LAARHOEK,314.0
709,11038,11038A04-,642,BOERENHOEK,315.0
710,11038,11038A070,171,LAAR,314.0
711,11038,11038A090,126,ZINKVAL - SPELTEN,315.0
712,11038,11038A1AR,162,KOEKOEK,315.0
713,11038,11038A1BR,19,TULPENAREN,316.0
714,11038,11038ZZZZ,1,NIET TE LOKALISEREN IN EEN SECTOR,
715,11039,11039A00-,1270,SCHILDE-DORP,317.0
716,11039,11039A010,2156,LINDENHOEK,317.0
717,11039,11039A02-,1113,SCHILDE-CENTRUM-TURNHOUTSEBAAN,317.0
718,11039,11039A03-,611,DE REST,318.0
719,11039,11039A04-,1221,PICARDIE,318.0
720,11039,11039A081,688,SCHILDEHOF - SPREEUWENBERG,320.0
721,11039,11039A09-,137,HET MOER,318.0
722,11039,11039A10-,1267,BERGEN-ZUID,319.0
723,11039,11039A11-,707,BERGEN-NOORD,317.0
724,11039,11039A122,411,DE LOOCK,317.0
725,11039,11039A20-,388,DEN DRIJHOEK-NOORD,321.0
726,11039,11039A21-,972,KLEINE WATERSTR.-SCHILDESTRAND,321.0
727,11039,11039A22-,1444,STEIJNHOEVEN,322.0
728,11039,11039A23-,805,HEIDEMOLEN,322.0
729,11039,11039A28-,171,DEN DRIJHOEK-ZUID,321.0
730,11039,11039A29-,86,KOUWENBERG,322.0
731,11039,11039B000,1495,'S GRAVENWEZEL-CENTRUM,323.0
732,11039,11039B01-,1681,HERTEBOS,323.0
733,11039,11039B02-,974,HOGE HAAR,323.0
734,11039,11039B032,502,ZONNEBOS,323.0
735,11039,11039B08-,344,'S GRAVENWEZEL-VERSPR. BEW. ZUID-WEST,323.0
736,11039,11039B091,95,OUDAAN - LAGE HAAR,323.0
737,11039,11039B10-,901,BELLEMONT,324.0
738,11039,11039B19-,485,HOF TER LINDEN - DE ZETTEN,324.0
739,11039,11039ZZZZ,1,NIET TE LOKALISEREN IN EEN SECTOR,
740,11040,11040A00-,2518,SCHOTEN-CENTRUM,325.0
741,11040,11040A01-,1568,SCHOTEN-CENTRUM-ZUID,325.0
742,11040,11040A02-,1500,SCHOTEN-CENTRUM ZUIDWEST,326.0
743,11040,11040A03-,2744,BORGEIND,326.0
744,11040,11040A040,2118,HEIKANT,327.0
745,11040,11040A050,1522,BLOEMENDAAL,327.0
746,11040,11040A060,2437,KLEINVELD,326.0
747,11040,11040A072,304,BRAAM,326.0
748,11040,11040A091,0,GEMEENTELIJK DOMEIN,326.0
749,11040,11040A0AA,631,DE LIST,329.0
750,11040,11040A0PA,371,VERBINDINGSGEBIED AMERO - VORDENSTEIN,327.0
751,11040,11040A10-,2479,DONK,332.0
752,11040,11040A11-,1674,SCHOTENHOF,332.0
753,11040,11040A12-,538,WETSCHOT,325.0
754,11040,11040A13-,902,BERKENRODE,333.0
755,11040,11040A14-,1799,KONINGSHOF,334.0
756,11040,11040A182,521,PETAPPELTOREN,335.0
757,11040,11040A191,36,SEPENBURG,332.0
758,11040,11040A201,2045,DEUZELD,336.0
759,11040,11040A211,1305,WITHOF,336.0
760,11040,11040A222,487,WINKELSTAP,336.0
761,11040,11040A232,394,KRUININGEN,336.0
762,11040,11040A242,951,VOORSCHOTEN,336.0
763,11040,11040A253,1526,BOEKENBORG,336.0
764,11040,11040A27-,280,ALBERTKANAAL-NOORD,336.0
765,11040,11040A291,208,CALESBERG,336.0
766,11040,11040A30-,1309,ELSHOUT,337.0
767,11040,11040A312,79,LAARSEBEEK,330.0
768,11040,11040A322,340,KROMVEN,337.0
769,11040,11040A381,160,BOTERMELK,337.0
770,11040,11040A391,495,ZEURT,330.0
771,11040,11040A40-,586,HEIDEBAD,338.0
772,11040,11040A410,333,SAS 6,338.0
773,11040,11040A480,8,ELSHOUTHEIDE,338.0
774,11040,11040A490,6,ST.JOBSEBAAN - ZWAN,338.0
775,11040,11040A50-,32,KLEINE BAREEL,329.0
776,11040,11040A67-,83,ALBERTKANAAL-ZUID,328.0
777,11040,11040ZZZZ,2,NIET TE LOKALISEREN IN EEN SECTOR,
778,11044,1104411PQ,0,ACHTERHOEK,344.0
779,11044,11044A001,2628,STABROEK-CENTRUM-WEST,339.0
780,11044,11044A010,201,LASSENHOF - HOOGEIND,340.0
781,11044,11044A02-,322,'S HERTOGENDIJK,340.0
782,11044,11044A032,2316,STABROEK-CENTRUM-OOST,340.0
783,11044,11044A042,1447,HAZEPAD,340.0
784,11044,11044A0PN,386,FORT,339.0
785,11044,11044A10-,1433,PUTTE - DRIEHOEK,341.0
786,11044,11044A112,651,PLANTIJN,341.0
787,11044,11044A191,35,RAVENHOF,341.0
788,11044,11044A21-,791,GALGEVELD - WATERSTRAAT,342.0
789,11044,11044B001,1839,HOEVENEN-CENTRUM,343.0
790,11044,11044B012,1061,WITVEN,343.0
791,11044,11044B022,4300,KREKELBERG,343.0
792,11044,11044B091,156,POLDERS,343.0
793,11044,11044B100,507,KREKELBERGSTRAAT - HOGE WEG,344.0
794,11044,11044B11-,450,HOGEWEG - 'S HERTOGENDIJK,344.0
795,11044,11044B19-,149,ETTENHOVENSE POLDER - VERSPREIDE BEWONING OOST,344.0
796,11044,11044ZZZZ,8,NIET TE LOKALISEREN IN EEN SECTOR,
797,11050,11050A000,3318,WIJNEGEM-CENTRUM-NOORD,345.0
798,11050,11050A01-,1448,WIJNEGEM-CENTRUM-ZUID,345.0
799,11050,11050A02-,1293,KOOLSVELD,346.0
800,11050,11050A03-,1321,RUGGEVELD,346.0
801,11050,11050A04-,852,ZEVENBUNDER,347.0
802,11050,11050A052,195,FORT,346.0
803,11050,11050A073,32,DEN HOEK,348.0
804,11050,11050A08-,2,WIJNEGEM HOF,347.0
805,11050,11050A091,29,ERTBRUGGE,348.0
806,11050,11050A100,592,STOKERIJ,349.0
807,11050,11050A110,493,MOLENHEIDE,349.0
808,11050,11050A19-,209,VERBRANDE HOF,349.0
809,11050,11050A274,299,DORENBOS,346.0
810,11050,11050ZZZZ,1,NIET TE LOKALISEREN IN EEN SECTOR,
811,11052,11052A00-,1588,WOMMELGEM-CENTRUM,350.0
812,11052,11052A010,1359,KALLEMENT,351.0
813,11052,11052A02-,1832,SPORTCENTRUM - ST.-DAMIAANSTR.,350.0
814,11052,11052A03-,630,DOORNAARDSTRAAT,352.0
815,11052,11052A041,1568,HERENTALSE BAAN,350.0
816,11052,11052A052,831,VERBRANDE  LEI,350.0
817,11052,11052A072,193,DOORNBOOM,353.0
818,11052,11052A08-,123,KAPELLEVELD,351.0
819,11052,11052A091,327,VERBRANDHOF - DE STOMME,350.0
820,11052,11052A100,1824,KANDONKLAAR,355.0
821,11052,11052A110,576,VOGELZANG,353.0
822,11052,11052A12-,168,VAN ASSCHESTRAAT,353.0
823,11052,11052A180,280,GULKENRODE - FORT 2 - SCHRANSHOEVE - MOFFENHOEVE,353.0
824,11052,11052A191,16,IMMERSEELVELD,356.0
825,11052,11052A200,386,TERNESSELEI,352.0
826,11052,11052A212,778,TIP,356.0
827,11052,11052A28-,95,ROLLEBEEK-OOST,352.0
828,11052,11052A290,120,GUDDEGEM,356.0
829,11052,11052A3MA,10,SINT- JANS KAPEL,356.0
830,11052,11052A3PA,286,BEEMDKANT-DE KEER,356.0
831,11052,11052ZZZZ,1,NIET TE LOKALISEREN IN EEN SECTOR,
832,11053,11053A000,1844,WUUSTWEZEL-CENTRUM,357.0
833,11053,11053A02-,761,BREKELEN,357.0
834,11053,11053A03-,650,MOLENBERGEN,357.0
835,11053,11053A04-,241,KRUISWEG,357.0
836,11053,11053A052,1224,RIJSVENNEN,357.0
837,11053,11053A091,917,STERBOS,357.0
838,11053,11053A101,2067,GOOREIND-KERN,358.0
839,11053,11053A11-,325,OUD GOOREIND,358.0
840,11053,11053A122,1510,GOOREIND - BREDABAAN,358.0
841,11053,11053A132,959,GOED KOCH,358.0
842,11053,11053A1AA,743,MARTENDIJK,358.0
843,11053,11053A1BB,584,KEIENVEN,358.0
844,11053,11053A1PA,331,AKKERVEKEN,358.0
845,11053,11053A1QB,353,BOSDUIN,358.0
846,11053,11053A21-,172,WESTDOORN-KERN,358.0
847,11053,11053A29-,382,WESTDOORN-VERSPREIDE BEWONING,358.0
848,11053,11053A381,484,WITGOOR,358.0
849,11053,11053A391,36,WOLFSHEUVEL,359.0
850,11053,11053A400,969,BRAKEN,360.0
851,11053,11053A480,94,TEREIK,360.0
852,11053,11053A49-,379,HUISHEUVEL - STEERTHEUVEL,360.0
853,11053,11053A512,129,KRUISSTRAAT,358.0
854,11053,11053A591,406,OUDERSEEL - HEIKEN,358.0
855,11053,11053A610,521,DE VLOEIKENS,357.0
856,11053,11053A622,394,HOFAKKER,357.0
857,11053,11053A681,455,GINHOVEN - C.O. BOSSEN,357.0
858,11053,11053B000,2128,LOENHOUT-CENTRUM,361.0
859,11053,11053B01-,128,NEERVEN,361.0
860,11053,11053B022,396,MOLENAKKER,361.0
861,11053,11053B033,536,HENNINGEN,361.0
862,11053,11053B081,389,DE DONK - SPAPELHEIDE,361.0
863,11053,11053B09-,338,SNEPPEL,362.0
864,11053,11053B10-,90,TERBEEK,361.0
865,11053,11053B18-,251,POPENDONK,361.0
866,11053,11053B19-,155,HERSELING - VORSSINGERS,362.0
867,11053,11053ZZZZ,5,NIET TE LOKALISEREN IN EEN SECTOR,
868,11054,1105410PQ,0,KLEINE BEEK,368.0
869,11054,11054A00-,1491,ZANDHOVEN-CENTRUM,363.0
870,11054,11054A01-,561,SCHALIENHOF,363.0
871,11054,11054A02-,514,ZANDHOVEN UITBREIDING-ZUID,363.0
872,11054,11054A0AA,484,BOGAEREVELDEN,363.0
873,11054,11054A0BA,611,DE STEVENS,363.0
874,11054,11054A0CB,348,DRIEHOEKSTRAAT,363.0
875,11054,11054A0PA,372,HOFEINDE,363.0
876,11054,11054A0QB,83,DONK,363.0
877,11054,11054A19-,508,HOOIDONK,363.0
878,11054,11054B00-,790,PULDERBOS-CENTRUM,365.0
879,11054,11054B01-,467,MOLENHEIDE,365.0
880,11054,11054B022,811,VIESENBOS,365.0
881,11054,11054B08-,182,DE ROOSTEN - DRAAIBOOM,365.0
882,11054,11054B091,547,GROTE EN KLEINE HEIDE,365.0
883,11054,11054C00-,1146,PULLE-CENTRUM,366.0
884,11054,11054C01-,539,ZANDHEIDE - KEULSE BAAN,366.0
885,11054,11054C081,339,MENKHOEVEN - VROEGEINDE,366.0
886,11054,11054C0AA,186,SLANGENBOS,366.0
887,11054,11054C0PA,130,KRABBELS,366.0
888,11054,11054C112,427,MENKHOEVEN-OOST,366.0
889,11054,11054C19-,74,NEDERVIERSEL,367.0
890,11054,11054D00-,680,VIERSEL-DORP,368.0
891,11054,11054D08-,191,VEN,369.0
892,11054,11054D0AA,181,HERENTALSEBAAN,368.0
893,11054,11054D0PA,192,DE BERGEN,368.0
894,11054,11054D19-,77,VIERSELDIJK,370.0
895,11054,11054E00-,491,MASSENHOVEN-DORP,371.0
896,11054,11054E01-,91,WATERSCHAP,372.0
897,11054,11054E022,285,TULPENLAAN,371.0
898,11054,11054E08-,206,LAMMERENBERG,372.0
899,11054,11054E091,108,HOF VAN MASSENHOVEN,371.0
900,11054,11054ZZZZ,12,NIET TE LOKALISEREN IN EEN SECTOR,
901,11055,11055A000,1822,ZOERSEL-CENTRUM,373.0
902,11055,11055A02-,959,KREKELENBERG-VOORNE-MEERHEIDE,373.0
903,11055,11055A03-,429,HET GELEG,374.0
904,11055,11055A091,591,ZOERSELHOF,373.0
905,11055,11055A0BP,860,KIEVIT,373.0
906,11055,11055A0PN,508,EINHOVEN,373.0
907,11055,11055A10-,1158,SINT-ANTONIUS-KERN,375.0
908,11055,11055A11-,1375,SINT-ANTONIUS - KLINIEK,375.0
909,11055,11055A142,648,JUKSCHOT,375.0
910,11055,11055A152,1408,DE KNOD,375.0
911,11055,11055A181,273,KWIKAARD,375.0
912,11055,11055A191,47,DE WELVAART,375.0
913,11055,11055A213,1615,RISSCHOT,374.0
914,11055,11055A224,1228,ZOERSELHOEK,374.0
915,11055,11055A235,787,SCHRIEKHEIDE,374.0
916,11055,11055A242,221,SCHRIEKBOS,374.0
917,11055,11055A293,157,ZOERSELBOS,373.0
918,11055,11055A313,280,KAPELLENHOF,375.0
